id,t,u,v,w,x,y,z,ts_in,ts_out
45938,0.576,0.35,0.635,0.035,0.95,0.108,0.953,622,1164
45939,0.828,0.143,0.752,0.939,0.724,0.095,0.789,153,1150
45940,0.64,0.015,0.61,0.746,0.965,0.259,0.372,609,703
45941,0.918,0.293,0.97,0.295,0.432,0.029,0.755,168,826
45942,0.935,0.245,0.202,0.843,0.643,0.959,0.666,358,1264
45943,0.817,0.105,0.13,0.356,0.963,0.037,0.889,773,1819
45944,0.988,0.493,0.341,0.898,0.158,0.177,0.488,935,1894
45945,0.311,0.408,0.544,0.703,0.594,0.676,0.029,521,1382
45946,0.758,0.412,0.675,0.954,0.248,0.133,0.997,942,1936
45947,0.18,0.956,0.152,0.169,0.389,0.139,0.582,199,1310
45948,0.458,0.023,0.196,0.379,0.713,0.783,0.286,545,1081
45949,0.15,0.946,0.998,0.852,0.87,0.608,0.776,473,492
45950,0.98,0.389,0.296,0.248,0.717,0.238,0.798,268,1724
45951,0.16,0.957,0.144,0.675,0.179,0.835,0.097,948,1508
45952,0.594,0.414,0.956,0.519,0.079,0.15,0.544,397,681
45953,0.64,0.196,0.779,0.897,0.713,0.194,0.643,499,1397
45954,0.697,0.733,0.076,0.151,0.296,0.239,0.443,916,1252
45955,0.031,0.236,0.249,0.631,0.649,0.448,0.574,459,828
45956,0.037,0.214,0.601,0.919,0.5,0.571,0.287,822,898
45957,0.124,0.361,0.744,0.851,0.922,0.807,0.939,955,1512
45958,0.803,0.337,0.529,0.86,0.606,0.756,0.164,660,1165
45959,0.668,0.473,0.053,0.447,0.827,0.27,0.587,226,1744
45960,0.559,0.211,0.386,0.831,0.193,0.705,0.363,207,264
45961,0.618,0.987,0.8,0.746,0.878,0.72,0.947,732,862
45962,0.839,0.295,0.94,0.848,0.211,0.594,0.53,75,1125
45963,0.859,0.436,0.554,0.225,0.845,0.101,0.106,811,1875
45964,0.512,0.636,0.309,0.416,0.095,0.879,0.651,448,937
45965,0.056,0.857,0.485,0.078,0.01,0.798,0.129,549,1184
45966,0.157,0.17,0.912,0.943,0.073,0.874,0.817,173,942
45967,0.044,0.366,0.142,0.021,0.522,0.807,0.742,943,1157
45968,0.65,0.846,0.634,0.4,0.268,0.68,0.946,146,1356
45969,0.876,0.507,0.95,0.018,0.401,0.861,0.033,819,1364
45970,0.118,0.602,0.44,0.123,0.936,0.058,0.754,383,1997
45971,0.843,0.522,0.111,0.176,0.558,0.777,0.943,276,1431
45972,0.4,0.348,0.743,0.178,0.973,0.921,0.562,873,971
45973,0.678,0.336,0.235,0.501,0.913,0.395,0.857,444,1277
45974,0.562,0.015,0.931,0.936,0.877,0.079,0.856,920,1768
45975,0.582,0.759,0.987,0.349,0.979,0.758,0.016,82,1348
45976,0.507,0.199,0.662,0.823,0.103,0.859,0.13,466,945
45977,0.021,0.817,0.549,0.304,0.116,0.734,0.958,484,1741
45978,0.8,0.154,0.717,0.206,0.883,0.659,0.219,889,1753
45979,0.457,0.507,0.852,0.952,0.141,0.01,0.202,771,1980
45980,0.433,0.914,0.772,0.54,0.299,0.313,0.377,18,96
45981,0.91,0.558,0.818,0.394,0.791,0.586,0.252,970,1479
45982,0.909,0.194,0.35,0.947,0.756,0.898,0.328,373,888
45983,0.263,0.6,0.649,0.989,0.725,0.713,0.585,919,1032
45984,0.667,0.638,0.308,0.244,0.908,0.79,0.248,541,620
45985,0.532,0.212,0.513,0.977,0.3,0.272,0.749,601,790
45986,0.244,0.495,0.54,0.479,0.653,0.768,0.609,567,732
45987,0.194,0.421,0.894,0.714,0.418,0.709,0.174,380,1492
45988,0.525,0.473,1.0,0.077,0.742,0.378,0.722,887,1553
45989,0.258,0.534,0.542,0.241,0.305,0.138,0.914,290,660
45990,0.934,0.801,0.595,0.139,0.511,0.467,0.496,417,1126
45991,0.946,0.06,0.494,0.588,0.555,0.515,0.365,694,1339
45992,0.123,0.579,0.421,0.747,0.653,0.09,0.277,382,1150
45993,0.347,0.07,0.055,0.402,0.733,0.459,0.334,617,1864
45994,0.384,0.169,0.271,0.745,0.59,0.518,0.632,121,1577
45995,0.155,0.039,0.414,0.282,0.895,0.61,0.174,808,1231
45996,0.669,0.887,0.509,0.255,0.56,0.992,0.594,734,792
45997,0.796,0.24,0.129,0.152,0.814,0.242,0.222,487,1167
45998,0.782,0.825,0.528,0.773,0.186,0.93,0.528,992,1548
45999,0.446,0.291,0.657,0.371,0.671,0.946,0.401,394,1628
46000,0.515,0.724,0.877,0.257,0.601,0.027,0.011,391,548
46001,0.147,0.876,0.673,0.731,0.041,0.967,0.282,518,1680
46002,0.549,0.605,0.559,0.462,0.834,0.557,0.243,702,912
46003,0.824,0.153,0.943,0.212,0.911,0.188,0.327,895,1873
46004,0.952,0.63,0.537,0.667,0.062,0.166,0.756,192,1631
46005,0.67,0.977,0.396,0.89,0.224,0.087,0.975,323,838
46006,0.654,0.859,0.499,0.089,0.55,0.591,0.097,515,1852
46007,0.605,0.121,0.189,0.694,0.044,0.155,0.243,948,1024
46008,0.799,0.328,0.171,0.757,0.746,0.212,0.85,779,1901
46009,0.566,0.837,0.266,0.535,0.545,0.443,0.86,538,1623
46010,0.473,0.604,0.108,0.52,0.477,0.375,0.106,975,1512
46011,0.904,0.548,0.718,0.463,0.317,0.566,0.791,317,776
46012,0.829,0.846,0.679,0.862,0.606,0.89,0.478,918,1871
46013,0.015,0.286,0.348,0.272,0.304,0.559,0.389,759,1353
46014,0.864,0.887,0.534,0.357,0.88,0.357,0.176,716,1126
46015,0.688,0.986,0.981,0.589,0.718,0.797,0.185,205,364
46016,0.075,0.884,0.989,0.256,0.465,0.666,0.808,303,1757
46017,0.929,0.214,0.109,0.378,0.086,0.258,0.55,212,1062
46018,0.727,0.158,0.669,0.659,0.755,0.106,0.462,733,1734
46019,0.46,0.197,0.601,0.265,0.815,0.989,0.698,170,864
46020,0.089,0.878,0.507,0.059,0.726,0.719,0.187,51,473
46021,0.946,0.195,0.34,0.665,0.547,0.302,0.354,862,1042
46022,0.593,0.336,0.818,0.605,0.323,0.832,0.983,720,1291
46023,0.711,0.631,0.031,0.509,0.344,0.29,0.094,160,1722
46024,0.479,0.418,0.849,0.375,0.168,0.543,0.308,268,502
46025,0.712,0.418,0.977,0.883,0.359,0.19,0.656,838,1522
46026,0.564,0.162,0.697,0.882,0.963,0.812,0.871,928,1997
46027,0.875,0.621,0.552,0.111,0.726,0.005,0.896,182,1333
46028,0.561,0.489,0.363,0.033,0.793,0.543,0.088,794,1424
46029,0.204,0.683,0.092,0.378,0.926,0.307,0.173,186,278
46030,0.507,0.388,0.819,0.64,0.819,0.412,0.307,263,1425
46031,0.176,0.826,0.436,0.516,0.28,0.654,0.965,376,1526
46032,0.864,0.166,0.438,0.67,0.156,0.339,0.732,630,1231
46033,0.23,0.138,0.505,0.258,0.809,0.408,0.316,114,627
46034,0.366,0.197,0.616,0.318,0.488,0.775,0.369,928,1248
46035,0.272,0.21,0.876,0.571,0.176,0.267,0.256,397,1986
46036,0.418,0.037,0.685,0.309,0.32,0.937,0.483,313,626
46037,0.504,0.265,0.412,0.667,0.898,0.514,0.148,430,691
46038,0.711,0.928,0.185,0.514,0.458,0.584,0.66,564,1744
46039,0.549,0.004,0.17,0.443,0.443,0.314,0.012,366,1004
46040,0.675,0.283,0.107,0.123,0.752,0.231,0.045,264,1638
46041,0.124,0.58,0.633,0.416,0.378,0.254,0.81,612,1393
46042,0.846,0.548,0.224,0.061,0.378,0.423,0.525,458,1596
46043,0.449,0.455,0.483,0.165,0.196,0.641,0.013,315,1459
46044,0.44,0.341,0.183,0.248,0.449,0.239,0.275,339,356
46045,0.429,0.749,0.464,0.233,0.432,0.828,0.621,721,1036
46046,0.555,0.174,0.005,0.163,0.279,0.288,0.462,178,1558
46047,0.051,0.883,0.75,0.434,0.594,0.574,0.13,485,1836
46048,0.785,0.46,0.904,0.028,0.007,0.247,0.345,459,633
46049,0.15,0.3,0.16,0.834,0.227,0.919,0.765,111,1025
46050,0.301,0.183,0.869,0.956,0.052,0.113,0.257,620,1299
46051,0.337,0.782,0.674,0.73,0.756,0.636,0.467,753,1226
46052,0.733,0.245,0.386,0.295,0.831,0.901,0.409,893,1743
46053,0.235,0.445,0.757,0.777,0.437,0.26,0.404,175,1452
46054,0.503,0.389,0.133,0.709,0.589,0.226,0.6,218,1242
46055,0.273,0.663,0.713,0.572,0.117,0.633,0.278,418,1654
46056,0.485,0.742,0.708,0.423,0.846,0.499,0.745,794,1313
46057,0.835,0.418,0.5,0.139,0.679,0.912,0.2,528,1875
46058,0.415,0.606,0.93,0.134,0.068,0.913,0.817,26,857
46059,0.13,0.835,0.434,0.858,0.67,0.188,0.898,915,1061
46060,0.425,0.733,0.993,0.246,0.26,0.292,0.99,771,1733
46061,0.997,0.747,0.043,0.309,0.764,0.785,0.113,209,812
46062,0.348,0.885,0.5,0.89,0.562,0.223,0.86,763,1659
46063,0.021,0.103,0.08,0.244,0.284,0.755,0.824,384,1750
46064,0.944,0.481,0.969,0.44,0.997,0.88,0.446,333,1687
46065,0.976,0.14,0.993,0.683,0.414,0.785,0.403,707,1469
46066,0.102,0.202,0.835,0.806,0.42,0.691,0.255,782,1312
46067,0.098,0.02,0.494,0.904,0.752,0.884,0.691,530,691
46068,0.394,0.681,0.011,0.424,0.349,0.067,0.375,212,1059
46069,0.59,0.352,0.721,0.499,0.248,0.765,0.904,607,1948
46070,0.089,0.732,0.68,0.667,0.734,0.122,0.62,456,781
46071,0.976,0.391,0.25,0.313,0.531,0.696,0.573,985,1860
46072,0.684,0.036,0.267,0.015,0.23,0.252,0.753,981,1647
46073,0.102,0.147,0.839,0.89,0.179,0.627,0.289,186,223
46074,0.309,0.661,0.693,0.456,0.173,0.21,0.099,825,1632
46075,0.029,0.004,0.896,0.447,0.982,0.281,0.591,776,821
46076,0.233,0.807,0.295,0.986,0.611,0.331,0.196,357,1242
46077,0.659,0.95,0.21,0.841,0.066,0.723,0.535,36,472
46078,0.393,0.589,0.299,0.59,0.942,0.833,0.917,885,1396
46079,0.539,0.151,0.999,0.205,0.151,0.303,0.245,469,1802
46080,0.615,0.378,0.286,0.28,0.468,0.985,0.267,743,1370
46081,0.54,0.407,0.942,0.027,0.252,0.158,0.981,535,1465
46082,0.628,0.809,0.001,0.876,0.432,0.406,0.116,497,734
46083,0.6,0.662,0.801,0.25,0.143,0.799,0.448,65,1791
46084,0.732,0.728,0.823,0.48,0.937,0.98,0.862,755,1143
46085,0.235,0.108,0.631,0.346,0.39,0.436,0.564,107,1730
46086,0.736,0.228,0.654,0.305,0.167,0.326,0.343,227,1448
46087,0.772,0.399,0.657,0.743,0.206,0.603,0.684,152,1365
46088,0.116,0.519,0.082,0.46,0.711,0.14,0.707,870,944
46089,0.853,0.121,0.184,0.574,0.716,0.71,0.504,483,1730
46090,0.187,0.949,0.581,0.878,0.137,0.566,0.93,155,1663
46091,0.527,0.291,0.872,0.157,0.901,0.802,0.077,793,1278
46092,0.605,0.382,0.395,0.119,0.888,0.332,0.524,93,1529
46093,0.204,0.033,0.734,0.275,0.222,0.755,0.956,97,235
46094,0.185,0.762,0.066,0.524,0.206,0.588,0.457,876,1504
46095,0.515,0.821,0.338,0.758,0.276,0.689,0.647,21,539
46096,0.469,0.696,0.549,0.1,0.237,0.463,0.766,815,900
46097,0.757,0.924,0.843,0.491,0.941,0.835,0.402,501,1527
46098,0.414,0.804,0.188,0.007,0.431,0.567,0.386,756,1977
46099,0.928,0.46,0.008,0.839,0.171,0.967,0.41,599,927
46100,0.395,0.396,0.376,0.846,0.669,0.001,0.39,463,1559
46101,0.436,0.923,0.836,0.703,0.878,0.833,0.109,138,1173
46102,0.287,0.929,0.095,0.597,0.285,0.107,0.901,336,1277
46103,0.306,0.167,0.661,0.456,0.689,0.05,0.803,21,1871
46104,0.142,0.073,0.327,0.32,0.022,0.733,0.672,670,1012
46105,0.878,0.555,0.796,0.72,0.991,0.898,0.429,504,1429
46106,0.172,0.935,0.475,0.602,0.14,0.598,0.9,857,1348
46107,0.64,0.505,0.738,0.547,0.222,0.9,0.7,848,1013
46108,0.542,0.282,0.954,0.658,0.657,0.44,0.52,834,1964
46109,0.093,0.353,0.372,0.452,0.729,0.725,0.617,638,1239
46110,0.911,0.701,0.964,0.032,0.699,0.644,0.454,383,1960
46111,0.319,0.118,0.466,0.079,0.498,0.5,0.226,10,1210
46112,0.253,0.6,0.27,0.821,0.627,0.477,0.135,371,1702
46113,0.901,0.702,0.445,0.993,0.531,0.45,0.828,23,1145
46114,0.049,0.096,0.404,0.103,0.756,0.329,0.447,888,1187
46115,0.907,0.739,0.823,0.323,0.308,0.944,0.051,816,974
46116,0.763,0.239,0.02,0.9,0.125,0.504,0.809,609,1674
46117,0.69,0.634,0.828,0.555,0.404,0.015,0.221,38,418
46118,0.77,0.414,0.754,0.039,0.106,0.816,0.243,458,1483
46119,0.534,0.314,0.516,0.036,0.348,0.168,0.875,922,1929
46120,0.077,0.629,0.225,0.518,0.648,0.264,0.014,698,1096
46121,0.275,0.271,0.508,0.996,0.273,0.667,0.035,31,357
46122,0.577,0.328,0.909,0.027,0.423,0.426,0.358,599,765
46123,0.603,0.624,0.397,0.277,0.076,0.032,0.98,191,360
46124,0.715,0.804,0.885,0.65,0.878,0.322,0.906,360,765
46125,0.327,0.192,0.204,0.594,0.558,0.4,0.212,385,1512
46126,0.146,0.913,0.997,0.757,0.63,0.771,0.664,65,1098
46127,0.308,0.061,0.334,0.058,0.304,0.118,0.839,412,1030
46128,0.481,0.963,0.125,0.357,0.064,0.308,0.032,80,487
46129,0.628,0.196,0.576,0.366,0.665,0.591,0.542,83,1448
46130,0.308,0.504,0.693,0.227,0.004,0.514,0.847,40,1287
46131,0.571,0.312,0.561,0.448,0.732,0.868,0.261,502,1777
46132,0.228,0.53,0.327,0.746,0.482,0.821,0.439,48,606
46133,0.579,0.702,0.881,0.717,0.242,0.553,0.381,914,1975
46134,0.02,0.565,0.946,0.279,0.595,0.221,0.01,958,1321
46135,0.372,0.198,0.735,0.197,0.431,0.049,0.053,210,372
46136,0.071,0.476,0.45,0.35,0.099,0.014,0.894,146,439
46137,0.294,0.92,0.224,0.93,0.375,0.521,0.379,24,519
46138,0.878,0.426,0.805,0.314,0.489,0.437,0.65,652,1437
46139,0.821,0.249,0.648,0.343,0.911,0.145,0.445,936,1064
46140,0.416,0.553,0.82,0.62,0.645,0.072,0.227,199,306
46141,0.809,0.883,0.222,0.778,0.908,0.521,0.856,634,1583
46142,0.989,0.557,0.908,0.688,0.618,0.189,0.26,127,1351
46143,0.495,0.467,0.259,0.615,0.533,0.625,0.465,347,1835
46144,0.412,0.26,0.536,0.162,0.758,0.629,0.654,747,1112
46145,0.004,0.26,0.315,0.745,0.834,0.922,0.171,707,942
46146,0.49,0.653,0.868,0.728,0.443,0.24,0.989,877,1760
46147,0.867,0.134,0.302,0.052,0.809,0.379,0.466,252,625
46148,0.977,0.531,0.337,0.062,0.218,0.774,0.064,547,1793
46149,0.748,0.164,0.81,0.747,0.726,0.405,0.164,285,1348
46150,0.953,0.888,0.385,0.834,0.553,0.781,0.151,586,1267
46151,0.588,0.373,0.154,0.135,0.779,0.986,0.769,956,1881
46152,0.614,0.377,0.066,0.204,0.42,0.661,0.144,346,652
46153,0.057,0.642,0.074,0.146,0.275,0.521,0.474,307,1833
46154,0.568,0.811,0.156,0.939,0.324,0.114,0.848,375,1860
46155,0.449,0.472,0.172,0.349,0.339,0.147,0.437,450,496
46156,0.393,0.92,0.985,0.785,0.824,1.0,0.776,261,1073
46157,0.141,0.741,0.277,0.871,0.865,0.492,0.367,536,1505
46158,0.902,0.114,0.362,0.133,0.916,0.215,0.179,943,1106
46159,0.202,0.786,0.617,0.932,0.84,0.411,0.254,999,1953
46160,0.603,0.096,0.964,0.161,0.331,0.143,0.77,607,1066
46161,0.545,0.85,0.214,0.11,0.915,0.632,0.859,138,1711
46162,0.22,0.77,0.992,0.312,0.862,0.986,0.259,416,1350
46163,0.021,0.349,0.716,0.594,0.113,0.593,0.868,431,1331
46164,0.175,0.7,0.223,0.162,0.829,0.792,0.857,801,1297
46165,0.07,0.828,0.372,0.545,0.739,0.885,0.5,81,1910
46166,0.602,0.545,0.006,0.079,0.752,0.022,0.958,60,287
46167,0.701,0.379,0.831,0.723,0.74,0.577,0.582,651,1396
46168,0.389,0.801,0.407,0.438,0.206,0.989,0.551,71,474
46169,0.069,0.869,0.624,0.101,0.196,0.373,0.737,240,1476
46170,0.667,0.362,0.25,0.175,0.191,0.614,0.892,662,932
46171,0.299,0.53,0.023,0.526,0.789,0.636,0.095,741,985
46172,0.791,0.106,0.372,0.623,0.155,0.115,0.115,312,1354
46173,0.714,0.309,0.749,0.165,0.375,0.392,0.636,968,1792
46174,0.009,0.606,0.465,0.181,0.459,0.292,0.324,629,1080
46175,0.413,0.463,0.23,0.684,0.548,0.679,0.889,616,1065
46176,0.023,0.015,0.798,0.064,0.484,0.627,0.971,934,1496
46177,0.328,0.65,0.212,0.155,0.191,0.298,0.553,544,744
46178,0.503,0.293,0.701,0.129,0.034,0.32,0.459,13,1197
46179,0.926,0.367,0.832,0.631,0.604,0.084,0.119,697,1242
46180,0.316,0.237,0.53,0.876,0.385,0.672,0.809,870,1637
46181,0.898,0.172,0.002,0.963,0.575,0.51,0.59,836,936
46182,0.368,0.01,0.105,0.432,0.35,0.777,0.238,824,1748
46183,0.306,0.186,0.199,0.112,0.543,0.949,0.579,929,1764
46184,0.784,0.16,0.256,0.715,0.569,0.442,0.874,583,1368
46185,0.06,0.192,0.66,0.578,0.82,0.525,0.679,326,1373
46186,0.033,0.04,0.414,0.091,0.313,0.692,0.314,960,1829
46187,0.026,0.934,0.69,0.545,0.871,0.425,0.276,195,234
46188,0.723,0.23,0.791,0.335,0.892,0.537,0.147,649,1225
46189,0.009,0.451,0.9,0.27,0.969,0.171,0.121,148,1189
46190,0.881,0.891,0.327,0.283,0.341,0.592,0.869,239,862
46191,0.678,0.524,0.433,0.712,0.019,0.266,0.621,573,1291
46192,0.808,0.073,0.82,0.412,0.746,0.124,0.552,127,1287
46193,0.372,0.367,0.213,0.784,0.038,0.258,0.181,939,1281
46194,0.961,0.975,0.622,0.598,0.849,0.12,0.061,804,850
46195,0.954,0.914,0.145,0.748,0.04,0.913,0.264,378,1845
46196,0.276,0.245,0.976,0.247,0.84,0.393,0.643,204,1803
46197,0.054,0.096,0.709,0.264,0.652,0.652,0.09,884,999
46198,0.542,0.301,0.291,0.547,0.938,0.244,0.823,945,1622
46199,0.096,0.413,0.611,0.953,0.633,0.83,0.516,49,1875
46200,0.027,0.324,0.006,0.702,0.785,0.223,0.73,698,1896
46201,0.487,0.959,0.43,0.51,0.382,0.259,0.486,539,1891
46202,0.062,0.407,0.433,0.272,0.206,0.813,0.108,4,1019
46203,0.53,0.733,0.025,0.976,0.776,0.429,0.186,622,1211
46204,0.211,0.561,0.321,0.102,0.686,0.414,0.749,290,486
46205,0.954,0.073,0.423,0.84,0.064,0.661,0.519,533,1267
46206,0.318,0.874,0.39,0.366,0.675,0.762,0.315,563,1192
46207,0.54,0.589,0.246,0.825,0.941,0.589,0.23,124,719
46208,0.04,0.822,0.336,0.538,0.568,0.623,0.481,203,553
46209,0.253,0.16,0.416,0.643,0.558,0.791,0.977,908,1555
46210,0.352,0.404,0.096,0.85,0.215,0.523,0.956,901,1928
46211,0.084,0.938,0.932,0.067,0.222,0.031,0.442,26,305
46212,0.679,0.966,0.485,0.342,0.771,0.02,0.284,129,1419
46213,0.777,0.538,0.785,0.603,0.802,0.119,0.642,82,1195
46214,0.141,0.519,0.335,0.294,0.971,0.426,0.816,950,1604
46215,0.574,0.619,0.725,0.897,0.46,0.349,0.378,123,1114
46216,0.601,0.498,0.395,0.392,0.666,0.67,0.685,564,582
46217,0.564,0.439,0.958,0.701,0.363,0.907,0.015,419,1380
46218,0.016,0.759,0.852,0.842,0.363,0.707,0.88,227,1281
46219,0.555,0.756,0.414,0.753,0.45,0.739,0.322,894,1538
46220,0.842,0.054,0.637,0.704,0.176,0.194,0.23,246,1117
46221,0.218,0.418,0.543,0.946,0.644,0.979,0.376,462,1753
46222,0.248,0.641,0.117,0.855,0.947,0.195,0.537,127,1292
46223,0.137,0.173,0.232,0.348,0.48,0.744,0.166,393,1715
46224,0.87,0.028,0.642,0.518,0.014,0.869,0.592,899,1063
46225,0.046,0.997,0.24,0.453,0.908,0.494,0.393,949,1537
46226,0.05,0.248,0.353,0.458,0.987,0.354,0.07,186,1455
46227,0.621,0.59,0.908,0.496,0.797,0.404,0.142,159,362
46228,0.548,0.076,0.474,0.749,0.648,0.087,0.545,182,1418
46229,0.522,0.636,0.003,0.164,0.801,0.381,0.411,142,423
46230,0.895,0.743,0.354,0.454,0.247,0.637,0.807,607,1283
46231,0.444,0.076,0.977,0.784,0.833,0.561,0.028,392,1243
46232,0.416,0.376,0.398,0.671,0.915,0.527,0.177,400,817
46233,0.016,0.275,0.324,0.696,0.828,0.805,0.458,284,310
46234,0.884,0.307,0.75,0.966,0.342,0.375,0.382,412,1226
46235,0.217,0.295,0.255,0.17,0.95,0.193,0.015,113,395
46236,0.841,0.575,0.099,0.825,0.175,0.077,0.43,290,1030
46237,0.591,0.223,0.631,0.585,0.582,0.869,0.242,299,934
46238,0.988,0.97,0.252,0.512,0.956,0.099,0.282,360,705
46239,0.075,0.755,0.593,0.96,0.777,0.532,0.483,141,1455
46240,0.243,0.228,0.048,0.446,0.978,0.41,0.713,546,1349
46241,0.423,0.247,0.111,0.219,0.871,0.764,0.982,955,1155
46242,0.692,0.79,0.706,0.075,0.887,0.035,0.004,263,909
46243,0.459,0.945,0.731,0.549,0.563,0.441,0.436,819,1064
46244,0.216,0.497,0.649,0.097,0.325,0.984,0.954,104,242
46245,0.296,0.276,0.669,0.821,0.7,0.849,0.008,568,1918
46246,0.898,0.302,0.565,0.688,0.816,0.435,0.385,373,1471
46247,0.181,0.31,0.09,0.292,0.005,0.825,0.656,588,1571
46248,0.726,0.203,0.085,0.874,0.526,0.102,0.675,488,1920
46249,0.492,0.271,0.293,0.715,0.973,0.178,0.155,782,1193
46250,0.002,0.89,0.084,0.689,0.049,0.401,0.416,503,1896
46251,0.473,0.91,0.735,0.556,0.277,0.752,0.593,901,1847
46252,0.291,0.354,0.203,0.632,0.752,0.929,0.966,512,1639
46253,0.393,0.721,0.006,0.468,0.991,0.145,0.566,643,760
46254,0.284,0.625,0.231,0.771,0.347,0.879,0.635,287,562
46255,0.945,0.7,0.904,0.708,0.73,0.423,0.568,493,1510
46256,0.679,0.8,0.262,0.005,0.854,0.075,0.566,205,1797
46257,0.819,0.843,0.28,0.076,0.776,0.099,0.987,547,1447
46258,0.017,0.412,0.375,0.834,0.951,0.533,0.101,75,85
46259,0.485,0.163,0.858,0.332,0.291,0.666,0.189,419,1261
46260,0.686,0.601,0.096,0.288,0.069,0.041,0.472,318,1243
46261,0.616,0.792,0.243,0.489,0.51,0.017,0.697,89,653
46262,0.171,0.728,0.902,0.836,0.879,0.324,0.69,428,1131
46263,0.321,0.567,0.307,0.253,0.466,0.057,0.096,596,921
46264,0.471,0.591,0.226,0.625,0.193,0.752,0.107,380,1872
46265,0.603,0.87,0.297,0.687,0.137,0.103,0.578,534,1249
46266,0.743,0.603,0.589,0.21,0.909,0.779,0.246,827,1928
46267,0.672,0.382,0.904,0.409,0.621,0.964,0.912,230,295
46268,0.549,0.107,0.509,0.842,0.444,0.895,0.131,584,1247
46269,0.446,0.602,0.026,0.084,0.894,0.947,0.14,200,1478
46270,0.961,0.052,0.573,0.466,0.449,0.407,0.977,288,694
46271,0.679,0.571,0.921,0.03,0.629,0.901,0.5,794,1609
46272,0.508,0.656,0.261,0.57,0.007,0.086,0.872,613,1710
46273,0.476,0.093,0.843,0.481,0.376,0.197,0.402,720,1505
46274,0.065,0.716,0.578,0.842,0.42,0.102,0.175,526,1777
46275,0.07,0.517,0.945,0.997,0.865,0.009,0.296,695,1412
46276,0.657,0.803,0.299,0.335,0.267,0.857,0.945,692,1225
46277,0.07,0.788,0.655,0.653,0.857,0.93,0.799,422,1023
46278,0.416,0.188,0.463,0.875,0.482,0.951,0.859,52,978
46279,0.085,0.201,0.321,0.175,0.21,0.117,0.388,120,1604
46280,0.194,0.325,0.685,0.508,0.997,0.728,0.304,212,617
46281,0.092,0.243,0.052,0.227,0.564,0.107,0.46,256,1714
46282,0.909,0.498,0.165,0.565,0.417,0.411,0.696,364,1915
46283,0.866,0.41,0.987,0.062,0.234,0.831,0.156,619,702
46284,0.56,0.66,0.431,0.316,0.987,0.569,0.48,954,1436
46285,0.535,0.504,0.921,0.199,0.825,0.576,0.446,407,1339
46286,0.097,0.666,0.392,0.831,0.396,0.582,0.158,82,1799
46287,0.801,0.66,0.801,0.082,0.803,0.688,0.483,767,1861
46288,0.55,0.968,0.944,0.656,0.842,0.503,0.849,219,1479
46289,0.779,0.019,0.021,0.626,0.071,0.879,0.569,759,1179
46290,0.378,0.928,0.564,0.476,0.458,0.102,0.197,840,1385
46291,0.203,0.177,0.725,0.756,0.417,0.449,0.413,8,1972
46292,0.263,0.196,0.86,0.736,0.388,0.479,0.557,212,1032
46293,0.778,0.426,0.073,0.03,0.698,0.696,0.458,794,1333
46294,0.289,0.715,0.644,0.518,0.959,0.199,0.409,891,1069
46295,0.089,0.364,0.667,0.907,0.189,0.834,0.246,970,1150
46296,0.96,0.477,0.486,0.587,0.185,0.59,0.971,159,988
46297,0.772,0.223,0.946,0.202,0.512,0.086,0.753,969,982
46298,0.076,0.324,0.941,0.352,0.337,0.604,0.071,73,1633
46299,0.924,0.568,0.36,0.922,0.78,0.735,0.576,507,1013
46300,0.98,0.421,0.165,0.455,0.065,0.005,0.496,830,1483
46301,0.321,0.763,0.51,0.419,0.238,0.091,0.59,303,555
46302,0.606,0.078,0.016,0.411,0.997,0.933,0.788,995,1336
46303,0.212,0.6,0.882,0.925,0.157,0.481,0.178,969,1056
46304,0.101,0.019,0.674,0.327,0.411,0.598,0.059,528,601
46305,0.737,0.518,0.287,0.966,0.836,0.928,0.002,757,1145
46306,0.539,0.616,0.936,0.455,0.938,0.366,0.728,0,1433
46307,0.943,0.901,0.564,0.53,0.086,0.952,0.323,652,759
46308,0.289,0.208,0.159,0.743,0.24,0.685,0.219,819,1038
46309,0.565,0.186,0.494,0.725,0.604,0.267,0.985,960,1116
46310,0.677,0.268,0.589,0.482,0.223,0.36,0.06,358,1967
46311,0.233,0.165,0.192,0.111,0.264,0.19,0.745,841,1374
46312,0.131,0.785,0.571,0.47,0.776,0.059,0.914,396,1983
46313,0.749,0.633,0.064,0.529,0.408,0.271,0.971,135,649
46314,0.872,0.418,0.007,0.995,0.118,0.367,0.089,713,1795
46315,0.679,0.614,0.473,0.956,0.316,0.165,0.956,294,1268
46316,0.278,0.057,0.013,0.456,0.335,0.813,0.505,293,1514
46317,0.563,0.718,0.617,0.607,0.49,0.014,0.571,582,1472
46318,0.329,0.241,0.525,0.424,0.993,0.98,0.474,625,1061
46319,0.09,0.566,0.593,0.735,0.506,0.322,0.344,316,1032
46320,0.789,0.237,0.819,0.823,0.272,0.654,0.45,775,805
46321,0.908,0.741,0.421,0.213,0.222,0.887,0.487,730,1721
46322,0.939,0.412,0.57,0.871,0.244,0.672,0.656,230,1616
46323,0.756,0.608,0.643,0.102,0.129,0.827,0.159,584,1975
46324,0.858,0.306,0.281,0.112,0.683,0.969,0.023,399,1113
46325,0.31,0.304,0.171,0.215,0.836,0.728,0.058,491,864
46326,0.392,0.161,0.059,0.119,0.114,0.1,0.989,796,1585
46327,0.341,0.147,0.192,0.301,0.989,0.814,0.509,581,697
46328,0.533,0.496,0.421,0.235,0.463,0.275,0.768,266,794
