id,t,u,v,w,x,ts_in,ts_out
43554,0.828,0.111,0.167,0.673,0.583,134,450
43555,0.827,0.047,0.136,0.679,0.586,378,919
43556,0.827,0.936,0.091,0.671,0.588,959,1722
43557,0.828,0.814,0.091,0.657,0.591,963,1170
43558,0.829,0.794,0.136,0.644,0.593,944,1976
43559,0.83,0.803,0.152,0.631,0.595,485,602
43560,0.832,0.778,0.197,0.619,0.598,288,1399
43561,0.834,0.769,0.182,0.608,0.6,216,445
43562,0.835,0.8,0.152,0.597,0.603,501,607
43563,0.837,0.875,0.121,0.584,0.605,426,1008
43564,0.837,0.936,0.106,0.572,0.608,248,634
43565,0.837,0.983,0.106,0.56,0.61,166,687
43566,0.837,0.039,0.136,0.549,0.613,161,1689
43567,0.837,0.0,0.136,0.538,0.616,320,417
43568,0.837,0.031,0.152,0.528,0.618,318,1329
43569,0.836,0.031,0.152,0.519,0.621,691,1475
43570,0.836,0.969,0.152,0.509,0.623,673,810
43571,0.837,0.0,0.167,0.5,0.626,957,1578
43572,0.836,0.058,0.197,0.49,0.629,965,1390
43573,0.835,0.081,0.182,0.48,0.631,759,1033
43574,0.834,0.069,0.152,0.471,0.634,185,1672
43575,0.834,0.106,0.167,0.462,0.637,732,1610
43576,0.832,0.136,0.242,0.455,0.64,315,1999
43577,0.831,0.122,0.258,0.441,0.642,276,933
43578,0.829,0.125,0.242,0.425,0.645,76,1684
43579,0.827,0.117,0.212,0.41,0.648,9,1493
43580,0.827,0.097,0.136,0.395,0.651,673,1854
43581,0.826,0.111,0.121,0.38,0.654,945,1025
43582,0.825,0.131,0.167,0.364,0.656,220,1888
43583,0.824,0.131,0.227,0.349,0.659,115,1882
43584,0.822,0.128,0.288,0.334,0.662,811,945
43585,0.82,0.103,0.273,0.319,0.665,953,1567
43586,0.819,0.056,0.258,0.305,0.668,566,933
43587,0.819,0.061,0.258,0.292,0.671,201,395
43588,0.818,0.108,0.303,0.28,0.674,328,404
43589,0.815,0.142,0.348,0.269,0.677,287,420
43590,0.812,0.153,0.348,0.259,0.68,808,1342
43591,0.81,0.144,0.303,0.251,0.683,274,1568
43592,0.808,0.119,0.227,0.24,0.686,884,1377
43593,0.807,0.122,0.227,0.221,0.688,340,1804
43594,0.805,0.175,0.364,0.203,0.692,222,677
43595,0.801,0.175,0.409,0.183,0.695,950,1569
43596,0.798,0.142,0.333,0.163,0.698,244,1202
43597,0.796,0.125,0.318,0.144,0.701,627,1348
43598,0.794,0.133,0.333,0.125,0.704,796,1137
43599,0.791,0.15,0.348,0.107,0.707,94,718
43600,0.788,0.161,0.379,0.091,0.71,207,1885
43601,0.785,0.169,0.379,0.077,0.713,401,1608
43602,0.782,0.181,0.348,0.061,0.716,326,377
43603,0.779,0.2,0.364,0.048,0.719,379,1617
43604,0.775,0.208,0.379,0.03,0.722,595,1887
43605,0.772,0.206,0.348,0.021,0.724,747,1524
43606,0.769,0.194,0.288,0.021,0.725,156,1760
43607,0.767,0.175,0.212,0.0,0.727,97,559
43608,0.766,0.114,0.136,0.0,0.728,855,1258
43609,0.766,0.05,0.152,0.021,0.728,491,1017
43610,0.765,0.019,0.167,0.03,0.729,140,1764
43611,0.765,0.028,0.182,0.043,0.73,459,780
43612,0.764,0.053,0.212,0.043,0.731,44,1296
43613,0.763,0.022,0.212,0.048,0.732,69,1564
43614,0.763,0.072,0.152,0.043,0.733,668,1996
43615,0.763,0.656,0.076,0.048,0.744,453,992
43616,0.763,0.603,0.106,0.061,0.745,89,1653
43617,0.763,0.55,0.182,0.077,0.746,894,1277
43618,0.763,0.556,0.227,0.096,0.748,11,793
43619,0.764,0.578,0.242,0.116,0.749,466,1469
43620,0.766,0.542,0.242,0.129,0.75,529,1182
43621,0.766,0.533,0.258,0.13,0.751,776,1002
43622,0.767,0.511,0.227,0.136,0.752,386,875
43623,0.766,0.489,0.182,0.144,0.753,936,1333
43624,0.767,0.511,0.182,0.15,0.755,465,1430
43625,0.766,0.483,0.182,0.152,0.756,395,1171
43626,0.766,0.5,0.136,0.156,0.757,862,1949
43627,0.766,0.561,0.136,0.163,0.758,534,1424
43628,0.767,0.553,0.152,0.173,0.76,49,925
43629,0.767,0.597,0.197,0.177,0.761,387,684
43630,0.769,0.65,0.273,0.183,0.763,744,1747
43631,0.772,0.611,0.242,0.192,0.764,297,1976
43632,0.773,0.542,0.197,0.203,0.765,32,328
43633,0.773,0.531,0.182,0.215,0.767,94,1728
43634,0.773,0.533,0.152,0.228,0.768,506,1494
43635,0.773,0.622,0.212,0.243,0.77,315,365
43636,0.775,0.581,0.182,0.258,0.771,609,1308
43637,0.774,0.467,0.152,0.273,0.773,19,1448
43638,0.774,0.5,0.136,0.289,0.774,564,1263
43639,0.774,0.472,0.136,0.301,0.776,278,1808
43640,0.774,0.469,0.136,0.304,0.777,877,1593
43641,0.774,0.5,0.136,0.308,0.779,908,1371
43642,0.774,0.553,0.136,0.313,0.781,502,1121
43643,0.775,0.558,0.167,0.319,0.782,977,1302
43644,0.775,0.581,0.182,0.327,0.784,753,1234
43645,0.777,0.561,0.167,0.336,0.785,847,1987
43646,0.776,0.475,0.152,0.346,0.787,949,1147
43647,0.776,0.486,0.136,0.356,0.789,485,1182
43648,0.776,0.472,0.121,0.365,0.791,345,1412
43649,0.776,0.486,0.136,0.376,0.792,841,1259
43650,0.776,0.375,0.197,0.387,0.794,25,771
43651,0.774,0.364,0.212,0.399,0.796,703,1830
43652,0.773,0.517,0.136,0.412,0.798,664,1739
43653,0.774,0.556,0.106,0.426,0.799,707,1331
43654,0.774,0.6,0.091,0.441,0.801,819,1011
43655,0.774,0.625,0.091,0.455,0.803,507,1411
43656,0.774,0.675,0.167,0.471,0.805,485,955
43657,0.777,0.703,0.197,0.486,0.807,822,1261
43658,0.779,0.689,0.121,0.501,0.809,700,856
43659,0.78,0.669,0.121,0.516,0.811,559,1075
43660,0.78,0.6,0.091,0.53,0.813,39,486
43661,0.78,0.611,0.121,0.542,0.815,905,1215
43662,0.782,0.639,0.167,0.554,0.816,386,814
43663,0.783,0.633,0.197,0.567,0.818,244,986
43664,0.785,0.567,0.136,0.558,0.821,691,1036
43665,0.784,0.525,0.136,0.537,0.823,483,1117
43666,0.785,0.511,0.197,0.515,0.825,667,1254
43667,0.784,0.503,0.242,0.494,0.827,748,1781
43668,0.785,0.544,0.303,0.472,0.829,682,1570
43669,0.786,0.572,0.303,0.451,0.831,825,1832
43670,0.787,0.589,0.273,0.429,0.833,332,1057
43671,0.788,0.586,0.258,0.408,0.835,355,1773
43672,0.79,0.564,0.212,0.387,0.837,620,985
43673,0.79,0.489,0.197,0.365,0.839,176,662
43674,0.79,0.458,0.227,0.344,0.842,657,1868
43675,0.789,0.406,0.273,0.322,0.844,721,1908
43676,0.787,0.35,0.318,0.301,0.846,188,1955
43677,0.785,0.306,0.379,0.279,0.848,290,1302
43678,0.78,0.289,0.409,0.258,0.85,443,806
43679,0.776,0.286,0.348,0.236,0.852,505,1398
43680,0.774,0.275,0.364,0.215,0.855,19,1139
43681,0.769,0.272,0.379,0.193,0.857,345,364
43682,0.766,0.272,0.364,0.172,0.859,283,1671
43683,0.763,0.269,0.364,0.15,0.862,692,1250
43684,0.759,0.264,0.333,0.129,0.864,822,928
43685,0.757,0.242,0.242,0.107,0.866,108,802
43686,0.755,0.208,0.273,0.086,0.869,718,1757
43687,0.752,0.208,0.379,0.064,0.871,187,253
43688,0.748,0.203,0.333,0.043,0.873,48,657
43689,0.746,0.186,0.242,0.021,0.876,968,1915
43690,0.744,0.964,0.091,0.0,0.878,866,1718
43691,0.747,0.814,0.303,0.021,0.881,271,651
43692,0.749,0.828,0.333,0.043,0.883,556,743
43693,0.752,0.867,0.288,0.064,0.885,48,1473
43694,0.753,0.911,0.242,0.077,0.888,986,1572
43695,0.754,0.9,0.227,0.091,0.886,84,1419
43696,0.756,0.875,0.197,0.107,0.882,84,265
43697,0.757,0.842,0.167,0.11,0.878,991,1005
43698,0.758,0.825,0.167,0.116,0.875,605,635
43699,0.759,0.828,0.167,0.125,0.871,828,905
43700,0.761,0.839,0.227,0.137,0.867,972,1296
43701,0.763,0.889,0.227,0.152,0.863,335,1035
43702,0.763,0.917,0.258,0.168,0.86,826,1060
43703,0.765,0.9,0.303,0.183,0.856,410,1353
43704,0.767,0.881,0.348,0.198,0.852,980,1666
43705,0.769,0.894,0.348,0.213,0.848,457,781
43706,0.771,0.917,0.348,0.228,0.845,283,472
43707,0.773,0.906,0.364,0.245,0.841,897,1364
43708,0.775,0.883,0.364,0.262,0.837,789,1455
43709,0.777,0.875,0.364,0.28,0.833,617,1748
43710,0.78,0.894,0.333,0.298,0.83,928,1655
43711,0.781,0.908,0.333,0.317,0.826,984,1013
43712,0.783,0.906,0.333,0.336,0.822,802,1121
43713,0.785,0.919,0.288,0.346,0.818,980,1495
43714,0.786,0.894,0.242,0.357,0.815,390,931
43715,0.787,0.933,0.136,0.369,0.811,404,993
43716,0.786,0.161,0.136,0.382,0.807,463,1491
43717,0.786,0.197,0.152,0.396,0.804,406,818
43718,0.784,0.189,0.121,0.41,0.8,482,1581
43719,0.783,0.2,0.106,0.425,0.796,380,1439
43720,0.782,0.194,0.076,0.441,0.793,756,1345
43721,0.782,0.05,0.045,0.452,0.789,232,466
43722,0.782,0.0,0.061,0.461,0.785,164,179
43723,0.782,0.125,0.076,0.471,0.782,225,1956
43724,0.781,0.083,0.061,0.48,0.778,429,1045
43725,0.781,0.817,0.091,0.49,0.774,299,889
43726,0.782,0.0,0.03,0.501,0.771,582,1343
43727,0.781,0.15,0.091,0.513,0.767,893,1348
43728,0.781,0.089,0.091,0.524,0.763,325,1330
43729,0.78,0.125,0.076,0.537,0.76,872,1987
43730,0.78,0.125,0.076,0.538,0.756,262,1113
43731,0.78,0.089,0.091,0.519,0.753,851,1141
43732,0.78,0.083,0.076,0.5,0.749,356,992
43733,0.779,0.0,0.061,0.48,0.745,685,926
43734,0.78,0.0,0.061,0.461,0.742,257,980
43735,0.779,0.0,0.061,0.442,0.738,961,1854
43736,0.78,0.117,0.091,0.424,0.735,31,739
43737,0.778,0.131,0.121,0.405,0.731,707,1364
43738,0.778,0.064,0.076,0.387,0.727,677,1320
43739,0.777,0.144,0.121,0.369,0.724,715,1765
43740,0.776,0.139,0.182,0.352,0.72,296,706
43741,0.774,0.111,0.167,0.336,0.717,250,344
43742,0.774,0.106,0.136,0.319,0.713,644,980
43743,0.774,0.05,0.121,0.304,0.71,971,1391
43744,0.774,0.014,0.136,0.289,0.706,310,579
43745,0.773,0.025,0.152,0.275,0.703,321,1838
43746,0.773,0.019,0.167,0.262,0.699,823,1024
43747,0.773,0.008,0.212,0.251,0.696,970,1988
43748,0.773,0.025,0.242,0.24,0.692,718,1187
43749,0.772,0.047,0.197,0.231,0.689,711,1813
43750,0.772,0.989,0.152,0.224,0.685,935,1622
43751,0.772,0.036,0.167,0.219,0.682,145,1791
43752,0.771,0.083,0.212,0.215,0.678,965,1476
43753,0.77,0.075,0.212,0.215,0.675,686,1002
43754,0.769,0.086,0.197,0.215,0.671,564,1504
43755,0.768,0.078,0.167,0.215,0.668,396,1734
43756,0.768,0.042,0.152,0.219,0.664,353,964
43757,0.768,0.011,0.152,0.224,0.661,404,1547
43758,0.768,0.014,0.121,0.231,0.658,135,725
43759,0.768,0.003,0.136,0.24,0.654,440,601
43760,0.768,0.019,0.167,0.251,0.651,236,1309
43761,0.767,0.047,0.152,0.262,0.647,80,631
43762,0.767,0.081,0.121,0.275,0.644,281,707
43763,0.766,0.139,0.167,0.289,0.641,283,1940
43764,0.764,0.103,0.152,0.304,0.637,582,1921
43765,0.764,0.061,0.136,0.289,0.634,139,561
43766,0.763,0.069,0.152,0.275,0.631,601,795
43767,0.763,0.106,0.167,0.262,0.627,70,627
43768,0.762,0.056,0.106,0.251,0.624,194,1320
43769,0.763,0.961,0.091,0.24,0.621,565,1204
43770,0.763,0.075,0.091,0.221,0.618,632,1053
43771,0.762,0.125,0.106,0.203,0.614,690,897
43772,0.761,0.222,0.197,0.183,0.611,806,1275
43773,0.758,0.261,0.227,0.163,0.608,246,1603
43774,0.757,0.286,0.212,0.144,0.604,73,260
43775,0.754,0.319,0.242,0.125,0.601,420,1559
43776,0.752,0.375,0.197,0.107,0.598,289,981
43777,0.752,0.375,0.212,0.091,0.595,96,545
43778,0.75,0.367,0.273,0.077,0.592,277,1295
43779,0.748,0.358,0.273,0.061,0.588,953,1958
43780,0.746,0.353,0.212,0.043,0.585,385,1379
43781,0.745,0.314,0.167,0.021,0.582,153,579
43782,0.743,0.236,0.076,0.0,0.579,334,1121
43783,0.743,0.875,0.076,0.0,0.576,466,1664
43784,0.744,0.972,0.076,0.021,0.573,517,1226
43785,0.743,0.956,0.136,0.03,0.57,655,934
43786,0.745,0.889,0.227,0.048,0.567,437,1339
43787,0.747,0.894,0.227,0.061,0.564,696,1055
43788,0.747,0.894,0.227,0.077,0.56,602,1300
43789,0.749,0.886,0.227,0.096,0.557,405,534
43790,0.75,0.85,0.227,0.116,0.554,732,1420
43791,0.752,0.817,0.227,0.136,0.551,151,568
43792,0.754,0.814,0.076,0.156,0.548,471,1182
43793,0.754,0.633,0.091,0.177,0.545,619,1466
43794,0.755,0.503,0.136,0.198,0.543,613,1779
43795,0.754,0.375,0.212,0.192,0.54,212,1453
43796,0.752,0.325,0.258,0.173,0.537,895,1187
43797,0.75,0.289,0.227,0.155,0.534,502,884
43798,0.748,0.217,0.121,0.137,0.531,738,865
43799,0.747,0.069,0.106,0.122,0.528,500,1267
43800,0.747,0.089,0.136,0.107,0.525,626,627
43801,0.747,0.158,0.242,0.096,0.522,192,1580
43802,0.744,0.028,0.152,0.089,0.519,818,819
43803,0.746,0.894,0.197,0.086,0.517,571,856
43804,0.746,0.964,0.167,0.086,0.514,631,1474
43805,0.747,0.028,0.167,0.089,0.511,424,1709
43806,0.745,0.053,0.182,0.096,0.508,618,1406
43807,0.745,0.064,0.197,0.107,0.506,368,602
43808,0.744,0.106,0.227,0.116,0.503,628,1114
43809,0.743,0.042,0.197,0.125,0.5,335,675
43810,0.743,0.039,0.197,0.137,0.498,918,1491
43811,0.742,0.106,0.242,0.152,0.495,864,1959
43812,0.74,0.133,0.273,0.163,0.492,383,1687
43813,0.738,0.144,0.273,0.173,0.489,114,261
43814,0.736,0.125,0.227,0.185,0.485,81,1169
43815,0.736,0.125,0.182,0.198,0.481,138,470
43816,0.734,0.144,0.167,0.185,0.476,306,1513
43817,0.733,0.172,0.136,0.168,0.472,769,1887
43818,0.732,0.228,0.197,0.152,0.468,813,1099
43819,0.729,0.236,0.212,0.137,0.464,981,1001
43820,0.728,0.236,0.197,0.122,0.459,779,788
43821,0.726,0.256,0.182,0.107,0.455,876,1769
43822,0.724,0.303,0.152,0.091,0.451,999,1353
43823,0.724,0.375,0.136,0.077,0.447,498,1000
43824,0.723,0.378,0.197,0.061,0.443,867,1019
43825,0.721,0.364,0.258,0.048,0.438,642,1011
43826,0.719,0.353,0.258,0.03,0.434,439,1046
43827,0.717,0.339,0.242,0.021,0.43,919,1901
43828,0.715,0.319,0.152,0.0,0.426,138,1259
43829,0.714,0.886,0.061,0.0,0.422,602,1310
43830,0.716,0.878,0.197,0.021,0.417,137,1303
43831,0.717,0.931,0.227,0.03,0.413,213,1723
43832,0.718,0.958,0.242,0.048,0.409,434,1121
43833,0.719,0.989,0.227,0.061,0.405,546,1915
43834,0.718,0.067,0.197,0.077,0.4,341,1114
43835,0.717,0.117,0.197,0.091,0.396,697,1768
43836,0.715,0.158,0.182,0.107,0.392,374,872
43837,0.714,0.192,0.167,0.122,0.388,446,595
43838,0.713,0.183,0.091,0.107,0.384,876,1041
43839,0.713,0.142,0.045,0.096,0.379,35,673
43840,0.712,0.208,0.106,0.089,0.375,804,1847
43841,0.711,0.247,0.152,0.068,0.371,826,1799
43842,0.709,0.275,0.167,0.048,0.367,778,843
43843,0.708,0.286,0.182,0.03,0.363,920,1890
43844,0.707,0.294,0.121,0.021,0.358,45,114
43845,0.706,0.581,0.03,0.0,0.354,509,989
43846,0.707,0.642,0.045,0.021,0.35,213,1598
43847,0.707,0.339,0.045,0.043,0.346,598,1210
43848,0.706,0.539,0.03,0.064,0.341,723,982
43849,0.707,0.45,0.03,0.086,0.337,485,1916
43850,0.706,0.186,0.061,0.107,0.333,266,1574
43851,0.706,0.939,0.076,0.129,0.329,899,1273
43852,0.707,0.017,0.106,0.15,0.325,595,1602
43853,0.706,0.061,0.136,0.163,0.32,990,1818
43854,0.706,0.0,0.106,0.152,0.316,93,987
43855,0.706,0.956,0.061,0.137,0.312,543,1513
43856,0.706,0.139,0.061,0.122,0.308,867,1506
43857,0.705,0.219,0.121,0.107,0.303,702,1055
43858,0.703,0.233,0.091,0.096,0.299,709,758
43859,0.703,0.261,0.045,0.089,0.295,678,896
43860,0.703,0.294,0.121,0.077,0.291,13,1393
43861,0.701,0.3,0.182,0.068,0.287,718,1342
43862,0.699,0.325,0.091,0.064,0.282,793,1529
43863,0.699,0.625,0.03,0.064,0.278,247,1069
43864,0.7,0.625,0.061,0.061,0.274,715,1049
43865,0.7,0.5,0.061,0.048,0.27,804,1869
43866,0.7,0.492,0.076,0.043,0.266,124,759
43867,0.7,0.55,0.076,0.043,0.261,480,511
43868,0.701,0.489,0.106,0.048,0.257,659,777
43869,0.7,0.433,0.121,0.061,0.253,132,1437
43870,0.7,0.494,0.106,0.064,0.249,741,1643
43871,0.7,0.492,0.121,0.064,0.244,608,1423
43872,0.699,0.472,0.136,0.064,0.24,554,1747
43873,0.7,0.456,0.121,0.064,0.236,661,1846
43874,0.699,0.483,0.091,0.068,0.232,28,880
43875,0.699,0.517,0.106,0.077,0.228,810,1396
43876,0.699,0.547,0.136,0.086,0.223,702,1144
43877,0.7,0.636,0.167,0.086,0.219,362,1700
43878,0.701,0.661,0.136,0.089,0.215,805,1634
43879,0.702,0.625,0.136,0.096,0.211,170,1065
43880,0.703,0.558,0.152,0.107,0.207,540,660
43881,0.703,0.508,0.152,0.116,0.202,394,681
43882,0.703,0.478,0.106,0.125,0.198,432,1232
43883,0.703,0.289,0.061,0.136,0.194,725,752
43884,0.702,0.233,0.061,0.144,0.19,307,1191
43885,0.701,0.489,0.061,0.152,0.185,396,1509
43886,0.702,0.383,0.091,0.156,0.181,400,1452
43887,0.701,0.219,0.167,0.163,0.177,641,1258
43888,0.699,0.142,0.242,0.173,0.173,871,1222
43889,0.697,0.136,0.318,0.185,0.169,374,1100
43890,0.695,0.156,0.394,0.198,0.164,885,1167
43891,0.691,0.169,0.409,0.198,0.16,948,1095
43892,0.687,0.172,0.348,0.183,0.156,614,1475
43893,0.685,0.164,0.273,0.168,0.152,722,1510
43894,0.683,0.147,0.242,0.152,0.148,524,699
43895,0.682,0.142,0.242,0.137,0.143,430,1404
43896,0.68,0.172,0.288,0.122,0.139,583,763
43897,0.677,0.206,0.318,0.107,0.135,399,666
43898,0.674,0.239,0.288,0.096,0.131,422,1705
43899,0.672,0.281,0.273,0.089,0.126,184,1885
43900,0.669,0.317,0.288,0.077,0.122,793,923
43901,0.667,0.342,0.273,0.061,0.118,852,986
43902,0.665,0.347,0.288,0.048,0.114,316,683
43903,0.662,0.342,0.318,0.03,0.11,158,1529
43904,0.66,0.336,0.258,0.021,0.106,776,1622
43905,0.658,0.244,0.121,0.0,0.101,439,471
43906,0.657,0.058,0.167,0.0,0.097,476,811
43907,0.657,0.008,0.227,0.021,0.093,523,1018
43908,0.657,0.992,0.258,0.021,0.089,686,1397
43909,0.658,0.025,0.288,0.021,0.084,963,1105
43910,0.657,0.061,0.288,0.021,0.08,604,1755
43911,0.656,0.075,0.258,0.021,0.076,158,1221
43912,0.654,0.072,0.242,0.021,0.072,843,1945
43913,0.653,0.056,0.227,0.021,0.068,77,1872
43914,0.653,0.036,0.212,0.021,0.063,878,1308
43915,0.653,0.044,0.212,0.021,0.059,209,654
43916,0.652,0.067,0.242,0.021,0.055,178,1911
43917,0.651,0.069,0.258,0.021,0.051,2,1438
43918,0.65,0.064,0.242,0.021,0.047,474,1083
43919,0.649,0.058,0.227,0.021,0.042,851,1892
43920,0.848,0.0,0.015,0.346,0.534,953,1627
43921,0.848,0.181,0.136,0.365,0.535,120,470
43922,0.846,0.186,0.212,0.384,0.537,25,860
43923,0.844,0.189,0.227,0.404,0.539,664,945
43924,0.842,0.175,0.227,0.423,0.541,319,417
43925,0.838,0.142,0.273,0.462,0.545,630,1856
43926,0.837,0.106,0.227,0.482,0.547,836,1936
43927,0.836,0.114,0.227,0.503,0.549,875,1818
43928,0.834,0.114,0.197,0.523,0.551,59,1777
43929,0.833,0.989,0.152,0.543,0.553,644,1463
43930,0.834,0.0,0.182,0.563,0.555,886,1345
43931,0.833,0.019,0.182,0.584,0.557,244,983
43932,0.834,0.964,0.121,0.605,0.56,676,1138
43933,0.834,0.958,0.076,0.626,0.562,818,2000
43934,0.834,0.981,0.091,0.646,0.564,498,739
43935,0.834,0.125,0.121,0.666,0.566,323,1537
43936,0.832,0.178,0.152,0.671,0.568,612,823
43937,0.832,0.1,0.091,0.674,0.571,526,1443
43938,0.832,0.064,0.121,0.678,0.573,196,908
43939,0.831,0.069,0.182,0.682,0.575,54,883
43940,0.83,0.086,0.182,0.687,0.577,250,1727
43941,0.829,0.111,0.167,0.693,0.58,381,585
43942,0.828,0.044,0.136,0.699,0.582,258,1002
43943,0.828,0.033,0.121,0.687,0.585,819,1503
43944,0.827,0.906,0.076,0.674,0.587,909,1690
43945,0.829,0.806,0.167,0.661,0.589,594,1186
43946,0.831,0.825,0.167,0.649,0.592,988,1402
43947,0.832,0.794,0.167,0.637,0.594,425,650
43948,0.833,0.761,0.182,0.626,0.597,566,1583
43949,0.835,0.75,0.167,0.614,0.599,568,1883
43950,0.837,0.778,0.121,0.602,0.602,470,1812
43951,0.837,0.875,0.076,0.59,0.604,14,551
43952,0.837,0.936,0.076,0.578,0.607,433,531
43953,0.837,0.0,0.106,0.568,0.61,160,355
43954,0.837,0.0,0.136,0.557,0.612,666,1586
43955,0.837,0.031,0.136,0.548,0.615,448,1239
43956,0.837,0.014,0.152,0.538,0.618,622,1176
43957,0.837,0.975,0.167,0.528,0.62,722,1247
43958,0.837,0.978,0.152,0.519,0.623,687,1670
43959,0.838,0.05,0.182,0.507,0.626,866,1172
43960,0.837,0.089,0.212,0.49,0.628,92,460
43961,0.836,0.069,0.197,0.473,0.631,567,1553
43962,0.835,0.094,0.182,0.457,0.634,832,887
43963,0.834,0.125,0.212,0.441,0.637,577,1788
43964,0.832,0.125,0.242,0.425,0.639,819,1445
43965,0.831,0.128,0.258,0.41,0.642,571,1711
43966,0.829,0.122,0.227,0.395,0.645,973,1773
43967,0.828,0.108,0.182,0.38,0.648,1,63
43968,0.827,0.092,0.152,0.364,0.65,509,1350
43969,0.826,0.089,0.152,0.349,0.653,1000,1871
43970,0.825,0.117,0.212,0.334,0.656,935,1961
43971,0.824,0.133,0.242,0.319,0.659,35,1721
43972,0.822,0.119,0.227,0.304,0.662,198,350
43973,0.821,0.086,0.182,0.289,0.665,559,811
43974,0.82,0.106,0.182,0.275,0.668,699,1617
43975,0.819,0.156,0.227,0.262,0.671,743,1657
43976,0.817,0.175,0.303,0.251,0.674,0,611
43977,0.814,0.175,0.333,0.24,0.677,879,1692
43978,0.811,0.167,0.303,0.231,0.68,911,1176
43979,0.809,0.156,0.212,0.221,0.683,410,1932
43980,0.808,0.167,0.197,0.211,0.686,838,1904
43981,0.802,0.183,0.364,0.173,0.692,853,971
43982,0.8,0.15,0.318,0.155,0.695,750,1359
43983,0.798,0.142,0.288,0.136,0.698,717,1772
43984,0.795,0.15,0.303,0.116,0.701,86,862
43985,0.793,0.164,0.333,0.096,0.704,268,1017
43986,0.79,0.178,0.364,0.077,0.707,209,1157
43987,0.787,0.189,0.379,0.061,0.71,471,1945
43988,0.783,0.194,0.364,0.048,0.713,932,1362
43989,0.78,0.194,0.379,0.03,0.716,280,1433
43990,0.776,0.183,0.379,0.021,0.718,968,1565
43991,0.773,0.164,0.364,0.0,0.72,685,1420
43992,0.77,0.144,0.348,0.0,0.721,147,1188
43993,0.768,0.136,0.288,0.0,0.722,537,1929
43994,0.766,0.097,0.167,0.021,0.723,885,1938
43995,0.766,0.028,0.121,0.03,0.724,279,965
43996,0.766,0.014,0.136,0.048,0.725,843,1663
43997,0.766,0.053,0.152,0.064,0.727,143,1865
43998,0.766,0.053,0.152,0.068,0.728,146,1708
43999,0.765,0.094,0.182,0.064,0.729,464,774
44000,0.763,0.064,0.182,0.064,0.73,238,1406
44001,0.763,0.033,0.152,0.061,0.731,770,1461
44002,0.762,0.517,0.091,0.068,0.742,553,1055
44003,0.762,0.553,0.136,0.089,0.743,496,1947
44004,0.763,0.572,0.197,0.107,0.745,665,690
44005,0.763,0.522,0.212,0.107,0.746,346,1202
44006,0.763,0.544,0.227,0.11,0.747,503,1646
44007,0.764,0.556,0.197,0.116,0.748,962,1811
44008,0.765,0.492,0.182,0.125,0.749,724,1509
44009,0.764,0.514,0.182,0.129,0.751,713,1479
44010,0.765,0.558,0.121,0.13,0.752,77,695
44011,0.765,0.675,0.061,0.136,0.753,977,1343
44012,0.766,0.761,0.045,0.144,0.755,655,1095
44013,0.766,0.458,0.045,0.152,0.756,297,1929
44014,0.766,0.603,0.136,0.156,0.757,311,1221
44015,0.768,0.633,0.258,0.163,0.758,47,1461
44016,0.769,0.575,0.258,0.173,0.76,939,1400
44017,0.769,0.533,0.258,0.185,0.761,829,1925
44018,0.77,0.544,0.242,0.198,0.763,974,1543
44019,0.771,0.564,0.197,0.213,0.764,676,1742
44020,0.772,0.636,0.197,0.228,0.766,144,982
44021,0.774,0.592,0.152,0.243,0.767,618,1938
44022,0.774,0.472,0.136,0.258,0.769,869,1588
44023,0.774,0.5,0.136,0.273,0.77,969,1174
44024,0.774,0.467,0.152,0.28,0.772,77,748
44025,0.773,0.481,0.167,0.283,0.773,431,437
44026,0.773,0.5,0.167,0.286,0.775,743,921
44027,0.773,0.544,0.167,0.292,0.777,352,1320
44028,0.774,0.561,0.152,0.299,0.778,27,523
44029,0.774,0.594,0.167,0.308,0.78,103,1720
44030,0.775,0.586,0.152,0.317,0.782,712,1384
44031,0.775,0.483,0.106,0.327,0.783,618,1672
44032,0.775,0.483,0.106,0.336,0.785,434,1354
44033,0.775,0.461,0.136,0.346,0.787,974,1523
44034,0.774,0.475,0.152,0.357,0.788,894,1919
44035,0.774,0.375,0.182,0.369,0.79,137,519
44036,0.772,0.347,0.167,0.382,0.792,666,1569
44037,0.772,0.556,0.091,0.396,0.794,327,711
44038,0.773,0.567,0.091,0.41,0.796,802,1465
44039,0.773,0.619,0.121,0.425,0.797,813,1476
44040,0.774,0.675,0.106,0.441,0.799,496,1389
44041,0.774,0.725,0.152,0.455,0.801,503,625
44042,0.777,0.714,0.197,0.471,0.803,405,1100
44043,0.778,0.644,0.121,0.486,0.805,711,1948
44044,0.779,0.625,0.136,0.501,0.807,940,1142
44045,0.78,0.575,0.106,0.513,0.809,670,1734
44046,0.78,0.6,0.121,0.524,0.811,956,1354
44047,0.78,0.636,0.152,0.537,0.813,561,823
44048,0.781,0.606,0.167,0.55,0.815,692,1973
