id,t,u,v,w,x,y,z,time_in,time_out
45238,0.775,0.308,0.227,0.258,0.836,0.965,0.874,389,901
45239,0.773,0.297,0.273,0.237,0.838,0.972,0.85,69,1052
45240,0.77,0.283,0.333,0.215,0.841,0.984,0.807,644,1592
45241,0.767,0.264,0.333,0.195,0.843,0.98,0.799,78,1812
45242,0.764,0.236,0.242,0.173,0.845,0.949,0.831,354,374
45243,0.763,0.211,0.136,0.152,0.848,0.913,0.878,602,1111
45244,0.762,0.206,0.136,0.13,0.85,0.909,0.878,956,1268
45245,0.76,0.178,0.197,0.11,0.852,0.913,0.839,3,321
45246,0.759,0.167,0.258,0.089,0.855,0.909,0.799,332,911
45247,0.757,0.181,0.333,0.068,0.857,0.921,0.748,790,1440
45248,0.753,0.178,0.348,0.048,0.859,0.917,0.736,251,592
45249,0.751,0.189,0.333,0.03,0.862,0.929,0.752,226,660
45250,0.747,0.189,0.182,0.021,0.864,0.913,0.85,36,443
45251,0.747,0.85,0.03,0.0,0.867,0.839,0.937,26,1867
45252,0.747,0.647,0.106,0.021,0.869,0.819,0.972,31,1132
45253,0.749,0.611,0.227,0.03,0.872,0.791,0.996,384,518
45254,0.751,0.617,0.318,0.048,0.874,0.744,1.0,134,280
45255,0.753,0.633,0.333,0.061,0.877,0.72,1.0,607,1356
45256,0.755,0.636,0.212,0.077,0.879,0.78,0.992,127,986
45257,0.756,0.694,0.197,0.091,0.882,0.752,0.98,71,132
45258,0.758,0.733,0.303,0.107,0.882,0.646,0.965,552,1931
45259,0.762,0.75,0.424,0.122,0.879,0.543,0.929,252,846
45260,0.767,0.775,0.439,0.137,0.875,0.508,0.902,894,1699
45261,0.77,0.822,0.379,0.152,0.871,0.559,0.878,555,1947
45262,0.774,0.875,0.348,0.168,0.867,0.606,0.846,242,942
45263,0.775,0.897,0.333,0.185,0.864,0.622,0.831,602,1610
45264,0.777,0.886,0.364,0.203,0.86,0.587,0.823,16,437
45265,0.78,0.894,0.394,0.221,0.856,0.571,0.803,917,1974
45266,0.782,0.908,0.394,0.24,0.852,0.583,0.791,86,1896
45267,0.784,0.9,0.394,0.259,0.849,0.575,0.795,519,1844
45268,0.786,0.889,0.364,0.279,0.845,0.591,0.823,474,1749
45269,0.789,0.897,0.258,0.299,0.841,0.685,0.866,247,1478
45270,0.79,0.875,0.212,0.319,0.838,0.713,0.898,391,1407
45271,0.792,0.892,0.152,0.339,0.834,0.764,0.906,424,1017
45272,0.792,0.981,0.061,0.36,0.83,0.839,0.917,510,1042
45273,0.792,0.25,0.076,0.381,0.827,0.894,0.913,155,781
45274,0.79,0.281,0.121,0.401,0.823,0.917,0.906,622,1942
45275,0.789,0.244,0.121,0.422,0.819,0.913,0.894,621,867
45276,0.787,0.231,0.152,0.442,0.816,0.925,0.874,757,1917
45277,0.786,0.269,0.136,0.464,0.812,0.929,0.894,495,1479
45278,0.784,0.314,0.061,0.477,0.808,0.89,0.929,865,1093
45279,0.785,0.922,0.061,0.49,0.805,0.831,0.925,170,1783
45280,0.786,0.061,0.121,0.503,0.801,0.846,0.874,4,1809
45281,0.785,0.039,0.152,0.517,0.797,0.827,0.858,987,1051
45282,0.785,0.019,0.167,0.532,0.794,0.815,0.858,756,1242
45283,0.784,0.05,0.152,0.547,0.79,0.839,0.866,461,1860
45284,0.784,0.067,0.091,0.557,0.787,0.854,0.894,447,661
45285,0.783,0.05,0.03,0.567,0.783,0.854,0.921,988,1811
45286,0.783,0.0,0.045,0.576,0.779,0.846,0.921,277,1293
45287,0.783,0.094,0.076,0.586,0.776,0.862,0.898,246,1671
45288,0.782,0.181,0.106,0.597,0.772,0.894,0.89,863,923
45289,0.781,0.186,0.061,0.597,0.769,0.878,0.913,65,1349
45290,0.781,0.858,0.045,0.578,0.765,0.827,0.933,432,1276
45291,0.782,0.078,0.061,0.56,0.761,0.858,0.913,496,1480
45292,0.781,0.069,0.061,0.542,0.758,0.858,0.909,45,1354
45293,0.782,0.911,0.091,0.524,0.754,0.807,0.917,867,1409
45294,0.782,0.056,0.121,0.507,0.751,0.846,0.882,571,890
45295,0.781,0.125,0.106,0.49,0.747,0.874,0.886,496,1494
45296,0.781,0.172,0.061,0.473,0.744,0.878,0.913,149,1495
45297,0.78,0.014,0.076,0.457,0.74,0.839,0.906,88,1659
45298,0.78,0.975,0.136,0.441,0.737,0.803,0.886,319,910
45299,0.781,0.078,0.152,0.425,0.733,0.85,0.858,171,1150
45300,0.78,0.036,0.197,0.41,0.73,0.815,0.843,945,1806
45301,0.78,0.992,0.242,0.396,0.726,0.756,0.823,654,1448
45302,0.78,0.058,0.242,0.382,0.722,0.819,0.807,951,1376
45303,0.779,0.056,0.182,0.369,0.719,0.831,0.839,44,464
45304,0.779,0.989,0.182,0.357,0.716,0.791,0.862,424,1101
45305,0.779,0.05,0.182,0.336,0.709,0.831,0.846,704,1667
45306,0.778,0.011,0.152,0.327,0.705,0.815,0.87,198,1219
45307,0.779,0.0,0.136,0.319,0.702,0.815,0.878,889,1267
45308,0.778,0.033,0.152,0.313,0.698,0.827,0.866,834,1591
45309,0.778,0.044,0.167,0.308,0.695,0.831,0.854,126,1017
45310,0.777,0.047,0.167,0.304,0.691,0.831,0.85,900,1056
45311,0.777,0.064,0.182,0.301,0.688,0.839,0.843,166,1260
45312,0.775,0.092,0.167,0.301,0.685,0.858,0.846,686,1790
45313,0.775,0.072,0.106,0.301,0.681,0.854,0.886,326,1659
45314,0.774,0.125,0.091,0.301,0.678,0.874,0.89,229,801
45315,0.774,0.144,0.121,0.304,0.674,0.886,0.874,547,814
45316,0.773,0.125,0.167,0.308,0.671,0.878,0.85,167,349
45317,0.772,0.039,0.152,0.313,0.668,0.827,0.858,971,1433
45318,0.772,0.975,0.152,0.319,0.664,0.799,0.882,516,1133
45319,0.772,0.119,0.152,0.327,0.661,0.874,0.858,935,1555
45320,0.77,0.172,0.212,0.308,0.658,0.909,0.831,23,1406
45321,0.769,0.167,0.167,0.288,0.654,0.902,0.85,994,1838
45322,0.767,0.206,0.167,0.269,0.651,0.917,0.862,957,1416
45323,0.765,0.233,0.106,0.251,0.648,0.909,0.894,418,440
45324,0.765,0.267,0.136,0.232,0.645,0.925,0.894,726,1082
45325,0.763,0.317,0.076,0.215,0.641,0.898,0.925,485,1780
45326,0.764,0.311,0.045,0.198,0.638,0.882,0.929,156,1296
45327,0.763,0.283,0.106,0.183,0.635,0.913,0.909,64,1488
45328,0.763,0.328,0.167,0.168,0.631,0.941,0.906,998,1488
45329,0.76,0.356,0.227,0.155,0.628,0.961,0.902,780,909
45330,0.759,0.417,0.212,0.144,0.625,0.933,0.941,605,1904
45331,0.758,0.4,0.182,0.136,0.622,0.933,0.933,151,249
45332,0.757,0.35,0.136,0.122,0.619,0.925,0.921,407,1721
45333,0.757,0.311,0.152,0.107,0.615,0.937,0.902,764,1090
45334,0.755,0.314,0.212,0.089,0.612,0.957,0.886,426,1394
45335,0.753,0.303,0.242,0.068,0.609,0.965,0.87,57,606
45336,0.751,0.275,0.288,0.048,0.606,0.972,0.831,568,804
45337,0.747,0.244,0.258,0.03,0.603,0.957,0.823,73,400
45338,0.745,0.186,0.182,0.021,0.6,0.913,0.854,957,1575
45339,0.744,0.022,0.106,0.0,0.597,0.835,0.89,374,1048
45340,0.745,0.939,0.136,0.021,0.594,0.791,0.898,332,1760
45341,0.746,0.875,0.152,0.03,0.59,0.76,0.913,506,1445
45342,0.747,0.825,0.212,0.048,0.587,0.713,0.925,857,1851
45343,0.749,0.853,0.136,0.061,0.584,0.768,0.925,11,578
45344,0.749,0.856,0.136,0.077,0.581,0.772,0.925,591,1198
45345,0.751,0.831,0.227,0.096,0.578,0.689,0.917,985,1888
45346,0.753,0.85,0.227,0.116,0.575,0.697,0.906,313,726
45347,0.754,0.858,0.197,0.136,0.572,0.724,0.909,145,320
45348,0.756,0.886,0.136,0.152,0.569,0.78,0.913,478,1395
45349,0.756,0.95,0.076,0.168,0.566,0.827,0.917,346,777
45350,0.757,0.05,0.03,0.183,0.563,0.854,0.921,273,1079
45351,0.756,0.231,0.182,0.198,0.56,0.933,0.858,867,889
45352,0.752,0.239,0.152,0.215,0.558,0.925,0.878,622,1932
45353,0.752,0.125,0.03,0.232,0.555,0.866,0.921,762,1994
45354,0.752,0.125,0.061,0.243,0.552,0.87,0.909,143,761
45355,0.752,0.192,0.091,0.228,0.549,0.89,0.898,100,802
45356,0.752,0.194,0.091,0.215,0.546,0.894,0.898,820,1278
45357,0.751,0.172,0.121,0.203,0.543,0.894,0.878,994,1271
45358,0.749,0.175,0.167,0.192,0.541,0.906,0.858,588,1327
45359,0.748,0.125,0.106,0.183,0.538,0.874,0.886,397,1168
45360,0.747,0.919,0.106,0.177,0.535,0.799,0.909,717,775
45361,0.749,0.875,0.182,0.173,0.532,0.744,0.906,156,1435
45362,0.75,0.911,0.136,0.172,0.529,0.78,0.906,902,913
45363,0.75,0.931,0.121,0.172,0.527,0.795,0.906,50,983
45364,0.751,0.956,0.136,0.173,0.523,0.799,0.89,252,1025
45365,0.751,0.978,0.182,0.177,0.519,0.783,0.866,694,1413
45366,0.751,0.986,0.197,0.183,0.515,0.776,0.85,927,1789
45367,0.751,0.022,0.197,0.192,0.51,0.803,0.839,835,1132
45368,0.751,0.058,0.212,0.203,0.506,0.827,0.827,454,1006
45369,0.75,0.075,0.227,0.211,0.502,0.835,0.811,345,946
45370,0.749,0.069,0.242,0.221,0.498,0.827,0.799,822,1392
45371,0.748,0.083,0.288,0.221,0.494,0.831,0.764,738,1031
45372,0.746,0.103,0.333,0.203,0.489,0.839,0.732,8,498
45373,0.744,0.108,0.333,0.183,0.485,0.846,0.732,206,756
45374,0.742,0.125,0.318,0.163,0.481,0.866,0.744,248,1883
45375,0.74,0.156,0.303,0.144,0.477,0.902,0.756,171,500
45376,0.737,0.181,0.303,0.125,0.473,0.921,0.768,791,1935
45377,0.735,0.197,0.318,0.107,0.468,0.937,0.76,708,1860
45378,0.732,0.214,0.333,0.089,0.464,0.949,0.768,781,1590
45379,0.729,0.239,0.303,0.068,0.46,0.965,0.791,5,551
45380,0.726,0.256,0.318,0.048,0.456,0.972,0.799,547,772
45381,0.723,0.267,0.303,0.03,0.452,0.976,0.815,65,1987
45382,0.72,0.25,0.212,0.021,0.447,0.945,0.858,136,1542
45383,0.719,0.064,0.091,0.0,0.443,0.85,0.894,671,1519
45384,0.72,0.967,0.182,0.0,0.439,0.78,0.87,805,1941
45385,0.72,0.025,0.227,0.021,0.435,0.795,0.827,943,1510
45386,0.719,0.989,0.227,0.03,0.431,0.764,0.835,668,700
45387,0.72,0.917,0.242,0.048,0.426,0.713,0.866,248,987
45388,0.721,0.9,0.197,0.061,0.422,0.736,0.89,248,299
45389,0.722,0.908,0.167,0.077,0.418,0.756,0.894,965,1073
45390,0.723,0.967,0.136,0.091,0.414,0.799,0.886,516,1401
45391,0.723,0.125,0.121,0.107,0.409,0.878,0.878,430,897
45392,0.722,0.2,0.136,0.122,0.405,0.909,0.878,337,1652
45393,0.721,0.211,0.136,0.107,0.401,0.909,0.882,810,1918
45394,0.719,0.225,0.136,0.091,0.397,0.917,0.882,805,1110
45395,0.718,0.244,0.197,0.077,0.393,0.941,0.862,494,951
45396,0.716,0.258,0.242,0.061,0.388,0.957,0.846,739,1747
45397,0.714,0.264,0.167,0.048,0.384,0.937,0.882,346,634
45398,0.713,0.264,0.121,0.03,0.38,0.921,0.898,317,703
45399,0.711,0.272,0.106,0.021,0.376,0.913,0.906,843,1346
45400,0.71,0.236,0.091,0.0,0.372,0.898,0.906,574,709
45401,0.71,0.172,0.091,0.0,0.367,0.886,0.898,34,1785
45402,0.709,0.106,0.076,0.0,0.363,0.866,0.898,987,1300
45403,0.709,0.028,0.106,0.021,0.359,0.839,0.894,977,1629
45404,0.709,0.031,0.136,0.03,0.355,0.831,0.874,845,1120
45405,0.708,0.078,0.152,0.048,0.351,0.85,0.854,489,645
45406,0.707,0.092,0.121,0.068,0.346,0.862,0.874,479,498
45407,0.707,0.05,0.076,0.089,0.342,0.85,0.902,836,1778
45408,0.707,0.917,0.061,0.107,0.338,0.827,0.925,919,1373
45409,0.708,0.233,0.03,0.116,0.334,0.874,0.925,787,1679
45410,0.706,0.339,0.045,0.107,0.329,0.886,0.933,181,861
45411,0.707,0.728,0.03,0.096,0.325,0.846,0.941,123,631
45412,0.706,0.186,0.091,0.077,0.317,0.894,0.898,779,1830
45413,0.705,0.275,0.106,0.068,0.313,0.917,0.906,779,1526
45414,0.704,0.331,0.152,0.061,0.308,0.933,0.913,58,1390
45415,0.703,0.356,0.121,0.048,0.304,0.917,0.925,409,1677
45416,0.702,0.242,0.061,0.03,0.3,0.89,0.917,868,1840
45417,0.702,0.139,0.106,0.021,0.296,0.882,0.886,368,797
45418,0.701,0.15,0.121,0.0,0.292,0.886,0.874,392,1256
45419,0.7,0.111,0.121,0.0,0.287,0.87,0.878,543,769
45420,0.7,0.022,0.121,0.0,0.283,0.831,0.878,285,1011
45421,0.7,0.969,0.167,0.021,0.279,0.783,0.87,554,840
45422,0.7,0.033,0.197,0.021,0.275,0.815,0.843,508,1446
45423,0.699,0.064,0.197,0.021,0.271,0.835,0.839,19,1414
45424,0.699,0.075,0.182,0.021,0.266,0.846,0.843,396,1686
45425,0.698,0.094,0.152,0.021,0.262,0.862,0.858,125,1358
45426,0.697,0.125,0.076,0.0,0.258,0.87,0.902,366,1054
45427,0.696,0.267,0.03,0.0,0.254,0.878,0.929,384,1968
45428,0.697,0.786,0.045,0.0,0.25,0.831,0.941,212,719
45429,0.698,0.942,0.045,0.021,0.245,0.835,0.921,445,731
45430,0.697,0.069,0.076,0.021,0.241,0.858,0.902,232,535
45431,0.696,0.083,0.076,0.0,0.237,0.858,0.898,108,415
45432,0.696,0.186,0.061,0.0,0.233,0.878,0.913,360,1871
45433,0.695,0.319,0.061,0.0,0.229,0.894,0.929,716,1440
45434,0.695,0.464,0.045,0.0,0.224,0.874,0.945,187,1063
45435,0.695,0.514,0.091,0.0,0.22,0.87,0.961,590,1696
45436,0.695,0.506,0.136,0.021,0.216,0.878,0.969,978,1487
45437,0.695,0.561,0.167,0.021,0.212,0.846,0.984,818,1296
45438,0.697,0.569,0.182,0.03,0.208,0.839,0.988,313,1268
45439,0.697,0.558,0.182,0.043,0.203,0.843,0.988,130,714
45440,0.698,0.528,0.167,0.048,0.199,0.866,0.976,618,1140
45441,0.698,0.528,0.136,0.061,0.195,0.866,0.976,933,1712
45442,0.698,0.517,0.136,0.064,0.191,0.874,0.972,317,1967
45443,0.698,0.506,0.136,0.068,0.187,0.878,0.969,305,446
45444,0.698,0.583,0.136,0.077,0.183,0.839,0.98,686,932
45445,0.699,0.625,0.106,0.091,0.178,0.827,0.972,951,1426
45446,0.7,0.517,0.03,0.107,0.174,0.862,0.945,295,884
45447,0.699,0.275,0.136,0.122,0.17,0.925,0.898,432,1179
45448,0.697,0.272,0.258,0.137,0.166,0.969,0.839,879,918
45449,0.694,0.275,0.364,0.137,0.162,0.988,0.787,924,1183
45450,0.691,0.289,0.424,0.122,0.157,0.996,0.756,58,1592
45451,0.686,0.3,0.485,0.107,0.153,1.0,0.732,135,156
45452,0.681,0.314,0.47,0.091,0.149,1.0,0.76,565,1366
45453,0.678,0.378,0.364,0.077,0.145,0.98,0.874,230,968
45454,0.677,0.431,0.394,0.061,0.141,0.941,0.913,158,330
45455,0.675,0.392,0.47,0.048,0.137,0.972,0.846,413,838
45456,0.671,0.353,0.455,0.03,0.132,0.996,0.811,214,1071
45457,0.667,0.317,0.303,0.021,0.128,0.984,0.85,814,1491
45458,0.665,0.217,0.167,0.0,0.124,0.921,0.866,225,519
45459,0.665,0.064,0.182,0.0,0.12,0.835,0.843,38,1621
45460,0.664,0.006,0.258,0.0,0.116,0.764,0.811,685,738
45461,0.665,0.953,0.303,0.021,0.112,0.693,0.807,827,1552
45462,0.666,0.944,0.318,0.03,0.107,0.673,0.807,283,1171
45463,0.667,0.964,0.288,0.048,0.103,0.713,0.811,899,1383
45464,0.667,0.953,0.258,0.061,0.099,0.72,0.835,785,1377
45465,0.668,0.967,0.242,0.077,0.095,0.744,0.839,956,1136
45466,0.668,0.025,0.227,0.091,0.091,0.795,0.827,951,1125
45467,0.668,0.083,0.227,0.107,0.087,0.843,0.811,636,1463
45468,0.666,0.106,0.242,0.107,0.083,0.858,0.799,630,1582
45469,0.665,0.108,0.242,0.107,0.079,0.862,0.795,560,975
45470,0.663,0.119,0.242,0.107,0.075,0.87,0.799,964,1873
45471,0.662,0.117,0.212,0.107,0.071,0.874,0.823,928,1590
45472,0.661,0.133,0.182,0.107,0.067,0.882,0.843,219,688
45473,0.66,0.136,0.136,0.107,0.063,0.882,0.866,363,1663
45474,0.659,0.183,0.121,0.107,0.059,0.898,0.886,460,781
45475,0.658,0.25,0.167,0.107,0.055,0.933,0.874,977,1014
45476,0.656,0.267,0.197,0.107,0.051,0.945,0.87,344,941
45477,0.653,0.261,0.197,0.107,0.047,0.945,0.87,443,810
45478,0.652,0.275,0.091,0.11,0.043,0.909,0.909,505,1600
45479,0.652,0.308,0.061,0.116,0.039,0.894,0.925,988,1905
45480,0.651,0.272,0.121,0.125,0.035,0.921,0.898,487,1785
45481,0.65,0.231,0.091,0.13,0.031,0.902,0.906,391,1189
45482,0.65,0.972,0.061,0.136,0.027,0.835,0.917,416,1793
45483,0.65,0.981,0.091,0.144,0.023,0.827,0.906,242,712
45484,0.65,0.1,0.121,0.144,0.019,0.866,0.874,100,1020
45485,0.847,0.086,0.061,0.366,0.517,0.862,0.906,380,882
45486,0.846,0.175,0.045,0.382,0.518,0.874,0.917,170,1011
45487,0.846,0.319,0.061,0.399,0.52,0.894,0.929,605,1734
45488,0.845,0.339,0.091,0.417,0.522,0.909,0.925,928,1730
45489,0.845,0.339,0.061,0.435,0.524,0.898,0.929,887,1345
45490,0.845,0.375,0.015,0.453,0.526,0.866,0.937,646,1722
45491,0.845,0.289,0.061,0.472,0.528,0.89,0.921,530,972
45492,0.843,0.286,0.182,0.49,0.53,0.945,0.886,913,1413
45493,0.842,0.283,0.121,0.509,0.532,0.921,0.906,610,1419
45494,0.842,0.194,0.076,0.528,0.534,0.886,0.906,728,1708
45495,0.841,0.189,0.136,0.548,0.536,0.902,0.878,659,1492
45496,0.839,0.2,0.121,0.567,0.539,0.902,0.89,533,1593
45497,0.838,0.186,0.076,0.586,0.541,0.89,0.902,260,1545
45498,0.837,0.125,0.076,0.606,0.543,0.87,0.902,329,1647
45499,0.837,0.136,0.061,0.626,0.545,0.874,0.906,658,1994
45500,0.837,0.25,0.121,0.646,0.547,0.917,0.894,68,630
45501,0.836,0.278,0.061,0.666,0.55,0.894,0.921,469,582
45502,0.836,0.922,0.061,0.686,0.552,0.831,0.925,816,968
45503,0.836,0.994,0.121,0.707,0.554,0.819,0.89,414,776
45504,0.836,0.989,0.152,0.727,0.557,0.803,0.874,377,1741
45505,0.836,0.981,0.167,0.747,0.559,0.791,0.87,764,1988
45506,0.836,0.989,0.152,0.767,0.561,0.803,0.874,647,690
45507,0.836,0.056,0.167,0.771,0.564,0.835,0.854,345,1050
45508,0.835,0.064,0.197,0.776,0.566,0.835,0.831,10,1737
45509,0.834,0.0,0.197,0.769,0.568,0.787,0.846,875,1072
45510,0.835,0.019,0.197,0.757,0.571,0.803,0.843,603,742
45511,0.834,0.075,0.212,0.744,0.573,0.839,0.823,519,1736
45512,0.833,0.0,0.167,0.733,0.576,0.803,0.866,567,1715
45513,0.834,0.917,0.136,0.72,0.578,0.78,0.902,59,1833
45514,0.835,0.881,0.121,0.699,0.581,0.787,0.917,884,1089
45515,0.836,0.831,0.121,0.679,0.583,0.776,0.933,807,1361
45516,0.837,0.811,0.136,0.659,0.586,0.772,0.941,256,847
45517,0.837,0.789,0.152,0.639,0.589,0.76,0.945,123,612
45518,0.839,0.761,0.182,0.618,0.591,0.744,0.957,980,1432
45519,0.841,0.761,0.152,0.598,0.594,0.76,0.957,559,1313
45520,0.842,0.8,0.076,0.578,0.596,0.815,0.941,858,981
45521,0.842,0.25,0.015,0.558,0.599,0.87,0.929,967,1559
45522,0.842,0.45,0.03,0.538,0.602,0.87,0.941,84,1930
45523,0.842,0.5,0.045,0.519,0.604,0.866,0.949,81,1542
45524,0.842,0.336,0.061,0.5,0.607,0.894,0.929,411,493
45525,0.841,0.294,0.091,0.48,0.61,0.909,0.913,923,1036
45526,0.84,0.286,0.121,0.461,0.613,0.921,0.906,669,1297
45527,0.839,0.275,0.091,0.442,0.615,0.906,0.913,341,1690
45528,0.838,0.25,0.045,0.424,0.618,0.882,0.921,264,698
45529,0.837,0.219,0.061,0.405,0.621,0.882,0.917,46,310
45530,0.837,0.211,0.136,0.387,0.624,0.913,0.878,907,1023
45531,0.836,0.222,0.182,0.369,0.627,0.929,0.862,991,1637
45532,0.834,0.233,0.106,0.352,0.629,0.906,0.898,865,1979
45533,0.834,0.233,0.106,0.336,0.632,0.909,0.894,409,1233
45534,0.832,0.217,0.152,0.319,0.635,0.917,0.874,684,1978
45535,0.831,0.15,0.091,0.304,0.638,0.882,0.894,260,593
45536,0.831,0.139,0.121,0.289,0.641,0.882,0.878,740,1305
45537,0.829,0.169,0.182,0.273,0.644,0.906,0.843,401,1625
45538,0.828,0.158,0.197,0.258,0.647,0.898,0.835,882,1126
45539,0.826,0.158,0.197,0.243,0.65,0.898,0.831,476,1996
45540,0.825,0.172,0.227,0.228,0.653,0.909,0.823,387,948
45541,0.823,0.181,0.227,0.213,0.656,0.917,0.815,343,1663
45542,0.821,0.172,0.212,0.198,0.659,0.909,0.831,257,1080
45543,0.819,0.167,0.182,0.183,0.662,0.902,0.846,882,1239
45544,0.818,0.172,0.197,0.168,0.665,0.906,0.843,79,1028
45545,0.816,0.164,0.212,0.155,0.668,0.906,0.827,425,1947
45546,0.815,0.144,0.227,0.144,0.671,0.894,0.811,798,910
45547,0.813,0.15,0.258,0.136,0.674,0.898,0.795,584,1124
45548,0.811,0.169,0.303,0.125,0.677,0.913,0.772,317,1987
45549,0.808,0.175,0.303,0.116,0.68,0.917,0.768,937,1428
45550,0.806,0.169,0.273,0.107,0.683,0.913,0.783,685,783
45551,0.804,0.172,0.273,0.091,0.686,0.917,0.783,476,1928
45552,0.801,0.186,0.318,0.077,0.689,0.929,0.76,922,1807
45553,0.798,0.192,0.348,0.061,0.692,0.933,0.736,761,1379
45554,0.795,0.186,0.364,0.043,0.696,0.925,0.728,378,1727
45555,0.792,0.156,0.333,0.021,0.699,0.898,0.744,462,691
45556,0.79,0.106,0.303,0.0,0.7,0.85,0.756,886,1294
45557,0.788,0.083,0.333,0.0,0.701,0.815,0.736,822,1588
45558,0.787,0.078,0.364,0.021,0.703,0.799,0.709,201,1948
45559,0.785,0.086,0.394,0.043,0.704,0.799,0.677,568,1496
45560,0.783,0.1,0.424,0.061,0.705,0.807,0.657,1,1069
45561,0.78,0.103,0.424,0.077,0.706,0.815,0.657,291,1910
45562,0.778,0.103,0.409,0.089,0.707,0.819,0.673,675,1471
45563,0.775,0.083,0.348,0.096,0.708,0.811,0.72,640,1053
45564,0.774,0.053,0.303,0.107,0.709,0.791,0.764,303,1460
45565,0.774,0.069,0.288,0.122,0.71,0.815,0.768,106,1179
45566,0.772,0.097,0.288,0.137,0.711,0.843,0.764,9,796
45567,0.77,0.086,0.273,0.152,0.712,0.839,0.78,913,1484
45568,0.769,0.072,0.242,0.15,0.713,0.831,0.803,779,1434
45569,0.769,0.056,0.197,0.144,0.714,0.831,0.835,856,1053
45570,0.769,0.097,0.182,0.136,0.715,0.862,0.843,501,1946
45571,0.767,0.125,0.197,0.125,0.716,0.878,0.831,516,1074
45572,0.766,0.139,0.182,0.116,0.717,0.886,0.839,360,1047
45573,0.764,0.189,0.197,0.107,0.718,0.917,0.839,794,1050
45574,0.763,0.2,0.152,0.089,0.719,0.909,0.87,904,998
45575,0.762,0.211,0.136,0.068,0.72,0.913,0.878,166,1129
45576,0.76,0.239,0.182,0.048,0.721,0.933,0.87,54,345
45577,0.758,0.25,0.136,0.03,0.722,0.925,0.886,445,1934
45578,0.757,0.2,0.045,0.021,0.723,0.878,0.917,866,1340
45579,0.757,0.108,0.045,0.0,0.724,0.866,0.913,724,1407
45580,0.757,0.061,0.045,0.0,0.725,0.858,0.917,209,796
45581,0.757,0.728,0.03,0.021,0.726,0.846,0.941,324,1494
45582,0.76,0.597,0.167,0.043,0.732,0.823,0.988,579,1643
45583,0.761,0.608,0.106,0.043,0.733,0.835,0.972,892,1564
45584,0.761,0.703,0.106,0.043,0.735,0.803,0.965,957,1166
45585,0.763,0.511,0.045,0.048,0.736,0.866,0.949,54,146
45586,0.761,0.45,0.121,0.061,0.737,0.898,0.953,591,1022
45587,0.762,0.528,0.182,0.064,0.739,0.866,0.98,490,1452
45588,0.761,0.483,0.212,0.068,0.74,0.894,0.969,878,1540
45589,0.761,0.539,0.182,0.077,0.741,0.858,0.984,71,1533
45590,0.762,0.614,0.212,0.091,0.743,0.799,0.992,20,1901
45591,0.763,0.569,0.182,0.107,0.744,0.839,0.988,176,569
45592,0.763,0.569,0.197,0.122,0.746,0.835,0.988,321,1083
45593,0.765,0.614,0.197,0.137,0.747,0.803,0.992,593,1082
45594,0.766,0.542,0.167,0.152,0.748,0.858,0.984,800,1376
45595,0.766,0.542,0.227,0.168,0.75,0.85,0.988,910,1580
45596,0.767,0.558,0.273,0.183,0.751,0.827,0.996,581,701
45597,0.768,0.561,0.242,0.192,0.753,0.831,0.996,789,1334
45598,0.769,0.55,0.182,0.193,0.755,0.85,0.984,233,1692
45599,0.769,0.478,0.106,0.195,0.756,0.886,0.957,700,1108
45600,0.769,0.5,0.061,0.198,0.758,0.87,0.953,874,1395
45601,0.769,0.575,0.106,0.204,0.759,0.85,0.969,941,1330
45602,0.769,0.567,0.136,0.211,0.761,0.846,0.98,568,1113
45603,0.769,0.525,0.152,0.221,0.763,0.87,0.972,141,1242
45604,0.769,0.539,0.152,0.231,0.764,0.858,0.98,630,1508
45605,0.77,0.536,0.182,0.24,0.766,0.862,0.98,372,682
45606,0.77,0.431,0.197,0.251,0.768,0.925,0.949,168,1760
45607,0.769,0.422,0.167,0.262,0.77,0.921,0.945,873,1818
45608,0.769,0.483,0.136,0.275,0.771,0.89,0.965,451,1913
45609,0.769,0.444,0.106,0.289,0.773,0.898,0.953,258,936
45610,0.768,0.397,0.106,0.304,0.775,0.909,0.941,963,1749
45611,0.767,0.517,0.091,0.319,0.777,0.87,0.965,307,1290
45612,0.769,0.661,0.167,0.334,0.779,0.791,0.98,242,1109
45613,0.77,0.731,0.167,0.349,0.78,0.76,0.969,404,460
45614,0.772,0.786,0.167,0.364,0.782,0.752,0.949,58,499
45615,0.773,0.794,0.106,0.38,0.784,0.791,0.945,136,1939
45616,0.773,0.667,0.076,0.394,0.786,0.827,0.961,890,1855
45617,0.774,0.586,0.121,0.405,0.788,0.839,0.976,380,931
45618,0.774,0.592,0.152,0.417,0.79,0.835,0.98,151,588
45619,0.775,0.625,0.152,0.429,0.792,0.815,0.984,774,1740
45620,0.776,0.581,0.121,0.442,0.794,0.843,0.976,19,1823
45621,0.776,0.542,0.106,0.457,0.796,0.862,0.969,287,1933
45622,0.776,0.511,0.045,0.471,0.798,0.866,0.949,744,1788
45623,0.776,0.358,0.045,0.486,0.8,0.886,0.933,462,517
45624,0.775,0.364,0.076,0.501,0.802,0.898,0.933,328,997
45625,0.775,0.594,0.106,0.516,0.804,0.843,0.972,354,371
45626,0.777,0.625,0.227,0.517,0.806,0.78,0.996,531,1310
45627,0.779,0.597,0.242,0.496,0.808,0.795,1.0,442,1515
45628,0.78,0.539,0.212,0.475,0.81,0.854,0.988,522,958
