id,t,u,time_in,time_out
44682,0.662,0.078,849,1735
44683,0.66,0.078,670,1241
44684,0.659,0.069,6,1837
44685,0.657,0.067,561,1023
44686,0.656,0.036,903,1655
44687,0.656,0.042,742,1218
44688,0.656,0.075,940,1584
44689,0.654,0.092,264,845
44690,0.653,0.089,171,1612
44691,0.653,0.056,937,1435
44692,0.652,0.111,284,1486
44693,0.848,0.517,85,342
44694,0.848,0.397,300,1413
44695,0.846,0.297,485,1085
44696,0.845,0.247,798,1011
44697,0.843,0.158,806,842
44698,0.843,0.089,521,1171
44699,0.842,0.125,400,447
44700,0.84,0.114,987,1618
44701,0.839,0.114,658,1416
44702,0.837,0.089,559,670
44703,0.837,0.0,578,1418
44704,0.837,0.986,840,1915
44705,0.837,0.119,574,1744
44706,0.836,0.108,99,943
44707,0.836,0.067,775,1378
44708,0.835,0.175,463,1206
44709,0.834,0.225,929,1749
44710,0.833,0.169,895,1134
44711,0.832,0.019,363,1577
44712,0.833,0.919,259,1212
44713,0.834,0.986,349,1202
44714,0.833,0.114,741,805
44715,0.832,0.086,766,1109
44716,0.832,0.0,350,724
44717,0.832,0.019,784,1612
44718,0.832,0.042,600,1132
44719,0.831,0.917,352,968
44720,0.832,0.856,613,1334
44721,0.832,0.811,706,1395
44722,0.835,0.792,356,438
44723,0.836,0.797,287,410
44724,0.837,0.786,183,1258
44725,0.839,0.839,940,1325
44726,0.839,0.914,65,1110
44727,0.84,0.939,852,1845
44728,0.84,0.986,513,1930
44729,0.84,0.989,637,1410
44730,0.841,0.981,685,1860
44731,0.841,0.0,609,658
44732,0.841,0.1,787,809
44733,0.839,0.192,557,1494
44734,0.837,0.206,748,1327
44735,0.837,0.125,265,627
44736,0.837,0.15,435,719
44737,0.836,0.161,250,606
44738,0.835,0.175,801,1670
44739,0.833,0.158,907,1280
44740,0.832,0.139,525,1506
44741,0.831,0.131,979,1364
44742,0.83,0.089,829,1228
44743,0.829,0.108,65,1463
44744,0.828,0.172,892,1437
44745,0.826,0.186,760,1752
44746,0.824,0.167,872,1281
44747,0.823,0.169,208,1635
44748,0.821,0.203,283,353
44749,0.82,0.222,778,924
44750,0.818,0.203,756,1028
44751,0.816,0.181,428,1800
44752,0.814,0.167,755,928
44753,0.812,0.153,510,1705
44754,0.81,0.144,531,1501
44755,0.808,0.167,1000,1659
44756,0.805,0.167,630,1086
44757,0.803,0.153,634,1781
44758,0.801,0.15,183,402
44759,0.799,0.164,680,1535
44760,0.796,0.186,354,1917
44761,0.792,0.194,711,1534
44762,0.789,0.186,184,1509
44763,0.786,0.164,153,1224
44764,0.783,0.136,239,726
44765,0.781,0.114,592,1555
44766,0.779,0.106,530,1628
44767,0.776,0.103,230,1561
44768,0.774,0.094,763,1053
44769,0.772,0.081,109,1870
44770,0.77,0.064,377,1183
44771,0.769,0.036,620,844
44772,0.769,0.042,409,513
44773,0.769,0.1,991,1915
44774,0.767,0.092,150,499
44775,0.767,0.081,896,1341
44776,0.766,0.075,823,1190
44777,0.766,0.094,214,826
44778,0.765,0.15,633,1059
44779,0.765,0.153,698,1161
44780,0.764,0.206,261,450
44781,0.762,0.211,375,871
44782,0.76,0.189,692,1905
44783,0.759,0.206,536,573
44784,0.757,0.256,115,989
44785,0.76,0.528,67,535
44786,0.761,0.564,10,597
44787,0.762,0.511,634,832
44788,0.762,0.561,147,1259
44789,0.763,0.581,956,1310
44790,0.763,0.581,975,1328
44791,0.765,0.564,909,927
44792,0.765,0.458,691,696
44793,0.764,0.475,961,1760
44794,0.764,0.608,628,1021
44795,0.766,0.592,705,1008
44796,0.766,0.575,120,1785
44797,0.768,0.611,145,400
44798,0.769,0.597,594,1858
44799,0.769,0.603,805,1681
44800,0.77,0.567,573,1497
44801,0.771,0.525,633,1484
44802,0.771,0.469,31,202
44803,0.77,0.406,755,1355
44804,0.769,0.525,538,1681
44805,0.771,0.567,257,1469
44806,0.77,0.6,352,430
44807,0.772,0.619,200,1477
44808,0.772,0.603,725,1816
44809,0.774,0.589,485,813
44810,0.774,0.436,867,1874
44811,0.772,0.436,163,306
44812,0.772,0.467,822,1441
44813,0.771,0.475,750,887
44814,0.771,0.461,853,1999
44815,0.77,0.461,195,1553
44816,0.77,0.533,439,458
44817,0.771,0.544,545,1775
44818,0.771,0.631,911,1507
44819,0.773,0.672,180,869
44820,0.774,0.686,925,1312
44821,0.775,0.675,628,1962
44822,0.776,0.603,659,1290
44823,0.776,0.603,934,1722
44824,0.777,0.625,892,1130
44825,0.778,0.631,329,1695
44826,0.78,0.569,413,1815
44827,0.78,0.478,80,736
44828,0.779,0.422,137,349
44829,0.778,0.464,59,797
44830,0.78,0.778,670,1797
44831,0.782,0.769,819,1177
44832,0.783,0.658,455,484
44833,0.784,0.561,238,1165
44834,0.784,0.517,728,1135
44835,0.784,0.486,64,1374
44836,0.783,0.503,572,1530
44837,0.784,0.511,222,1355
44838,0.784,0.358,112,1693
44839,0.781,0.328,603,1379
44840,0.779,0.342,358,1373
44841,0.776,0.339,25,245
44842,0.774,0.317,703,1782
44843,0.772,0.292,36,787
44844,0.768,0.281,135,1538
44845,0.764,0.275,436,659
44846,0.763,0.25,221,1061
44847,0.763,0.208,990,1257
44848,0.76,0.194,224,542
44849,0.757,0.169,291,931
44850,0.755,0.172,976,1484
44851,0.752,0.158,553,1608
44852,0.749,0.144,4,942
44853,0.747,0.1,797,1813
44854,0.747,0.822,845,1026
44855,0.749,0.694,680,1739
44856,0.751,0.65,146,1820
44857,0.753,0.644,293,519
44858,0.755,0.65,255,1554
44859,0.757,0.625,284,995
44860,0.757,0.678,180,567
44861,0.759,0.739,118,1856
44862,0.762,0.789,774,1845
44863,0.766,0.822,610,888
44864,0.769,0.869,328,1928
44865,0.77,0.906,729,1629
44866,0.772,0.906,717,1542
44867,0.774,0.886,16,1309
44868,0.776,0.897,229,807
44869,0.778,0.911,438,1811
44870,0.78,0.906,560,1052
44871,0.783,0.894,311,452
44872,0.786,0.914,243,1286
44873,0.787,0.919,59,1991
44874,0.789,0.917,519,985
44875,0.79,0.942,528,1348
44876,0.791,0.006,692,1547
44877,0.79,0.194,194,1762
44878,0.789,0.294,449,1746
44879,0.787,0.319,216,1168
44880,0.787,0.356,385,1563
44881,0.786,0.356,29,1996
44882,0.786,0.231,594,906
44883,0.784,0.125,977,1476
44884,0.783,0.056,350,1966
44885,0.783,0.039,86,747
44886,0.783,0.039,515,1427
44887,0.783,0.95,352,1506
44888,0.784,0.875,141,976
44889,0.784,0.2,401,1775
44890,0.783,0.2,334,1377
44891,0.783,0.328,418,1942
44892,0.782,0.342,42,409
44893,0.782,0.125,302,1569
44894,0.782,0.092,983,1082
44895,0.781,0.061,351,647
44896,0.781,0.975,474,1736
44897,0.781,0.072,911,1730
44898,0.78,0.044,106,888
44899,0.781,0.075,609,873
44900,0.78,0.097,827,1150
44901,0.78,0.983,586,1343
44902,0.78,0.089,813,853
44903,0.778,0.092,362,1023
44904,0.778,0.011,214,612
44905,0.778,0.053,311,493
44906,0.777,0.033,278,680
44907,0.777,0.983,418,635
44908,0.777,0.0,788,1750
44909,0.777,0.042,384,1899
44910,0.776,0.0,425,948
44911,0.777,0.019,80,1605
44912,0.776,0.05,921,1550
44913,0.776,0.047,778,1965
44914,0.775,0.061,552,858
44915,0.775,0.083,931,975
44916,0.774,0.089,734,1996
44917,0.774,0.044,905,1256
44918,0.774,0.078,302,1753
44919,0.773,0.094,940,1404
44920,0.772,0.125,223,444
44921,0.77,0.069,315,1212
44922,0.771,0.917,114,1476
44923,0.772,0.125,216,345
44924,0.769,0.192,402,822
44925,0.769,0.194,71,686
44926,0.768,0.281,83,1177
44927,0.767,0.314,168,593
44928,0.766,0.328,874,1082
44929,0.764,0.358,510,668
44930,0.764,0.275,359,1357
44931,0.763,0.225,980,1206
44932,0.763,0.344,193,1400
44933,0.762,0.381,736,1186
44934,0.761,0.419,310,356
44935,0.76,0.336,405,1332
44936,0.757,0.261,317,777
44937,0.757,0.183,895,1772
44938,0.755,0.181,624,1435
44939,0.753,0.225,656,858
44940,0.751,0.275,676,1914
44941,0.748,0.306,344,719
44942,0.746,0.342,645,1045
44943,0.745,0.425,10,1655
44944,0.745,0.542,913,1947
44945,0.745,0.814,483,1704
44946,0.747,0.819,775,1310
44947,0.748,0.858,542,1951
44948,0.749,0.897,653,1805
44949,0.75,0.864,290,1965
44950,0.752,0.875,822,1779
44951,0.753,0.875,844,1377
44952,0.755,0.9,332,1966
44953,0.755,0.953,717,1274
44954,0.756,0.967,635,1099
44955,0.755,0.2,515,912
44956,0.753,0.278,773,1164
44957,0.753,0.336,38,978
44958,0.752,0.222,779,1293
44959,0.752,0.142,275,1284
44960,0.75,0.111,653,901
44961,0.75,0.108,410,572
44962,0.748,0.189,350,1062
44963,0.747,0.203,483,1232
44964,0.747,0.989,944,1327
44965,0.747,0.864,348,1358
44966,0.749,0.869,912,1407
44967,0.749,0.956,557,1002
44968,0.75,0.994,114,1978
44969,0.749,0.997,413,1479
44970,0.75,0.003,239,1171
44971,0.749,0.036,60,1788
44972,0.749,0.053,810,1372
44973,0.748,0.078,563,1877
44974,0.747,0.1,76,1476
44975,0.745,0.114,35,586
44976,0.744,0.114,873,1188
44977,0.742,0.111,899,1613
44978,0.74,0.111,348,1373
44979,0.738,0.133,568,1092
44980,0.736,0.164,388,820
44981,0.734,0.194,251,529
44982,0.731,0.211,962,1352
44983,0.728,0.225,18,1356
44984,0.726,0.236,500,885
44985,0.723,0.25,255,1992
44986,0.72,0.264,305,1656
44987,0.718,0.244,517,746
44988,0.718,0.083,353,991
44989,0.717,0.064,649,855
44990,0.717,0.978,946,1223
44991,0.718,0.889,918,1341
44992,0.72,0.886,297,1797
44993,0.721,0.922,223,1356
44994,0.721,0.942,441,1328
44995,0.722,0.022,937,1146
44996,0.721,0.181,786,983
44997,0.72,0.211,195,622
44998,0.719,0.228,683,1687
44999,0.717,0.233,351,1721
45000,0.715,0.233,787,1815
45001,0.714,0.253,568,1068
45002,0.712,0.308,503,506
45003,0.712,0.303,137,1048
45004,0.711,0.258,81,1355
45005,0.709,0.214,850,1485
45006,0.708,0.167,338,1771
45007,0.708,0.092,824,1625
45008,0.708,0.058,59,473
45009,0.707,0.039,624,738
45010,0.707,0.031,409,1879
45011,0.706,0.078,464,720
45012,0.706,0.897,21,1149
45013,0.708,0.95,965,1117
45014,0.707,0.375,85,945
45015,0.707,0.483,385,1457
45016,0.706,0.336,663,1784
45017,0.706,0.353,908,1602
45018,0.706,0.375,531,1314
45019,0.705,0.386,544,1485
45020,0.704,0.375,616,1501
45021,0.703,0.35,639,895
45022,0.701,0.325,871,1528
45023,0.701,0.264,6,882
45024,0.699,0.208,669,1095
45025,0.699,0.111,564,1850
45026,0.698,0.025,668,895
45027,0.698,0.064,814,983
45028,0.698,0.097,936,943
45029,0.697,0.156,726,841
45030,0.696,0.2,217,1023
45031,0.697,0.539,114,1720
45032,0.697,0.411,304,383
45033,0.696,0.575,960,1318
45034,0.697,0.564,116,1575
45035,0.696,0.392,131,837
45036,0.696,0.442,261,651
45037,0.697,0.519,785,1747
45038,0.697,0.483,266,1405
45039,0.696,0.508,114,466
45040,0.697,0.533,532,1729
45041,0.697,0.519,37,1498
45042,0.698,0.542,818,993
45043,0.698,0.564,217,1424
45044,0.699,0.567,497,1391
45045,0.699,0.517,910,1221
45046,0.699,0.514,863,1406
45047,0.7,0.503,989,1250
45048,0.699,0.5,894,1477
45049,0.7,0.561,243,1778
45050,0.7,0.556,605,1722
45051,0.7,0.478,880,1021
45052,0.7,0.347,88,208
45053,0.698,0.292,775,1509
45054,0.695,0.272,592,1204
45055,0.692,0.272,201,1139
45056,0.688,0.286,107,1646
45057,0.684,0.319,598,1673
45058,0.68,0.406,349,1924
45059,0.681,0.422,468,1540
45060,0.679,0.333,896,1478
45061,0.674,0.308,948,1798
45062,0.669,0.311,748,804
45063,0.666,0.294,665,1496
45064,0.663,0.228,66,483
45065,0.662,0.092,742,1244
45066,0.662,0.978,592,1471
45067,0.663,0.947,964,1798
45068,0.664,0.95,348,1476
45069,0.665,0.953,485,1997
45070,0.666,0.978,655,1162
45071,0.666,0.003,244,728
45072,0.666,0.056,944,1545
45073,0.664,0.086,718,1127
45074,0.663,0.089,184,1792
45075,0.661,0.089,754,1352
45076,0.66,0.078,468,1874
45077,0.659,0.081,916,1535
45078,0.658,0.056,203,896
45079,0.658,0.061,50,1533
45080,0.657,0.131,143,435
45081,0.656,0.186,829,1948
45082,0.654,0.244,840,1973
45083,0.653,0.336,390,764
45084,0.653,0.308,72,1186
45085,0.652,0.239,906,1657
45086,0.65,0.194,996,1724
45087,0.649,0.064,765,1967
45088,0.649,0.997,348,456
45089,0.649,0.089,691,1727
45090,0.846,0.478,401,900
45091,0.847,0.433,385,1969
45092,0.846,0.325,450,1763
45093,0.845,0.239,126,1074
45094,0.843,0.094,465,1675
45095,0.844,0.075,801,1793
45096,0.843,0.169,592,1906
45097,0.842,0.156,533,982
45098,0.84,0.111,2,1857
45099,0.839,0.1,732,965
45100,0.838,0.069,886,930
45101,0.838,0.125,160,619
45102,0.837,0.183,446,786
45103,0.837,0.1,256,1897
45104,0.836,0.125,600,816
45105,0.835,0.125,969,1989
45106,0.835,0.075,233,1455
45107,0.834,0.05,530,1045
45108,0.834,0.0,873,1303
45109,0.834,0.95,86,754
45110,0.835,0.969,166,1796
45111,0.835,0.097,851,978
45112,0.833,0.081,558,799
45113,0.833,0.0,134,1364
45114,0.833,0.019,994,1687
45115,0.832,0.078,356,416
45116,0.832,0.961,289,987
45117,0.833,0.897,275,1481
45118,0.833,0.875,797,911
45119,0.835,0.825,383,716
45120,0.836,0.797,225,1189
45121,0.837,0.764,764,1964
45122,0.839,0.775,150,1718
45123,0.841,0.853,609,714
45124,0.841,0.931,418,946
45125,0.842,0.986,739,827
45126,0.842,0.983,975,1071
45127,0.842,0.978,104,1205
45128,0.842,0.125,687,1298
45129,0.841,0.206,930,1485
45130,0.84,0.197,549,1386
45131,0.838,0.153,769,1745
45132,0.838,0.086,773,1360
45133,0.838,0.15,594,1879
45134,0.837,0.175,546,1533
45135,0.835,0.189,221,1092
45136,0.834,0.164,496,809
45137,0.833,0.156,863,1195
45138,0.832,0.169,674,1955
45139,0.831,0.139,451,1404
45140,0.83,0.15,926,1159
45141,0.828,0.175,91,92
45142,0.827,0.164,369,480
45143,0.825,0.15,703,1308
45144,0.824,0.164,107,433
45145,0.822,0.194,364,1078
45146,0.82,0.208,977,1279
45147,0.819,0.197,309,791
45148,0.817,0.181,941,1312
45149,0.815,0.167,748,1054
45150,0.813,0.147,256,339
45151,0.812,0.139,270,1133
45152,0.809,0.161,344,1790
45153,0.807,0.169,408,1866
45154,0.805,0.158,292,1421
45155,0.802,0.161,512,1822
45156,0.8,0.178,439,1837
45157,0.797,0.189,605,1976
45158,0.79,0.175,943,1344
45159,0.788,0.136,333,383
45160,0.786,0.106,950,1483
45161,0.784,0.094,471,1392
45162,0.782,0.094,101,323
45163,0.779,0.1,196,995
45164,0.777,0.1,45,1342
45165,0.774,0.097,657,1116
45166,0.773,0.078,97,1692
45167,0.772,0.05,423,566
45168,0.771,0.056,808,1944
45169,0.77,0.103,858,1871
45170,0.769,0.103,508,692
45171,0.768,0.081,517,1597
45172,0.767,0.05,512,1899
45173,0.767,0.089,444,1867
45174,0.764,0.178,177,1310
45175,0.763,0.231,938,1451
45176,0.762,0.206,503,1405
45177,0.761,0.167,549,1455
45178,0.76,0.189,294,917
45179,0.758,0.203,337,1399
45180,0.757,0.2,692,856
45181,0.757,0.4,998,1975
45182,0.757,0.564,830,1892
45183,0.76,0.625,639,1394
45184,0.76,0.578,395,844
45185,0.76,0.692,68,791
45186,0.762,0.636,302,1843
45187,0.761,0.564,49,1882
45188,0.763,0.572,169,1195
45189,0.763,0.483,888,1606
45190,0.763,0.5,210,1309
45191,0.763,0.608,287,492
45192,0.765,0.592,596,1711
45193,0.765,0.575,803,1338
45194,0.766,0.611,450,991
45195,0.767,0.578,546,1247
45196,0.769,0.575,486,1881
45197,0.769,0.553,100,1163
45198,0.77,0.5,277,1532
45199,0.769,0.394,969,1166
45200,0.769,0.519,240,671
45201,0.769,0.606,532,1820
45202,0.77,0.6,624,1986
45203,0.771,0.553,597,1604
45204,0.771,0.561,602,722
45205,0.772,0.553,153,1292
45206,0.772,0.425,176,506
45207,0.77,0.425,770,1717
45208,0.77,0.464,146,614
45209,0.769,0.453,676,781
45210,0.769,0.453,438,782
45211,0.769,0.5,34,331
45212,0.769,0.6,572,1946
45213,0.769,0.686,789,1115
45214,0.77,0.764,158,866
45215,0.772,0.75,130,176
45216,0.774,0.7,129,1114
45217,0.775,0.644,553,1298
45218,0.775,0.603,981,1467
45219,0.776,0.647,632,1349
45220,0.777,0.65,481,941
45221,0.778,0.556,520,1657
45222,0.777,0.503,944,1112
45223,0.777,0.475,560,817
45224,0.777,0.447,0,720
45225,0.776,0.567,829,1979
45226,0.779,0.692,254,813
45227,0.78,0.683,407,1251
45228,0.781,0.589,445,792
45229,0.781,0.506,638,1776
45230,0.781,0.492,264,1579
45231,0.781,0.508,158,852
45232,0.781,0.517,275,630
45233,0.781,0.547,783,1974
45234,0.782,0.528,198,878
45235,0.782,0.394,830,899
45236,0.78,0.347,847,1990
45237,0.777,0.331,738,1078
45238,0.775,0.308,789,1942
45239,0.773,0.297,536,1539
45240,0.77,0.283,994,1019
45241,0.767,0.264,472,678
45242,0.764,0.236,966,1481
45243,0.763,0.211,403,1759
45244,0.762,0.206,379,871
45245,0.76,0.178,463,647
45246,0.759,0.167,272,667
45247,0.757,0.181,56,357
45248,0.753,0.178,373,1236
45249,0.751,0.189,927,1026
45250,0.747,0.189,628,722
45251,0.747,0.85,837,1600
45252,0.747,0.647,579,1604
45253,0.749,0.611,392,517
45254,0.751,0.617,624,883
45255,0.753,0.633,505,1668
45256,0.755,0.636,884,1731
45257,0.756,0.694,131,1936
45258,0.758,0.733,817,966
45259,0.762,0.75,932,1605
45260,0.767,0.775,789,985
45261,0.77,0.822,478,1108
45262,0.774,0.875,99,1854
45263,0.775,0.897,726,1853
45264,0.777,0.886,51,1685
45265,0.78,0.894,141,151
45266,0.782,0.908,627,1766
45267,0.784,0.9,299,1316
45268,0.786,0.889,703,1499
45269,0.789,0.897,811,1663
45270,0.79,0.875,772,1013
45271,0.792,0.892,629,1433
45272,0.792,0.981,891,1923
45273,0.792,0.25,187,481
45274,0.79,0.281,959,1886
45275,0.789,0.244,154,417
45276,0.787,0.231,160,1069
45277,0.786,0.269,303,1637
45278,0.784,0.314,593,604
45279,0.785,0.922,377,724
45280,0.786,0.061,164,1979
45281,0.785,0.039,267,566
45282,0.785,0.019,57,1376
45283,0.784,0.05,575,1570
45284,0.784,0.067,883,1975
45285,0.783,0.05,51,1825
45286,0.783,0.0,867,1629
45287,0.783,0.094,595,1471
45288,0.782,0.181,568,1169
45289,0.781,0.186,444,594
45290,0.781,0.858,434,1925
45291,0.782,0.078,406,1392
45292,0.781,0.069,999,1295
45293,0.782,0.911,782,1679
45294,0.782,0.056,765,844
45295,0.781,0.125,45,1825
45296,0.781,0.172,265,1618
45297,0.78,0.014,431,634
45298,0.78,0.975,170,1201
45299,0.781,0.078,994,1830
45300,0.78,0.036,509,1973
45301,0.78,0.992,17,809
45302,0.78,0.058,770,1382
45303,0.779,0.056,717,1920
45304,0.779,0.989,75,406
45305,0.779,0.05,2,610
45306,0.778,0.011,654,754
45307,0.779,0.0,501,620
45308,0.778,0.033,180,1990
45309,0.778,0.044,382,1347
45310,0.777,0.047,768,1735
45311,0.777,0.064,186,644
45312,0.775,0.092,509,925
45313,0.775,0.072,42,897
45314,0.774,0.125,967,1479
45315,0.774,0.144,412,1575
45316,0.773,0.125,105,127
45317,0.772,0.039,178,1209
45318,0.772,0.975,985,1256
45319,0.772,0.119,124,509
45320,0.77,0.172,487,1285
45321,0.769,0.167,218,1028
45322,0.767,0.206,46,1379
45323,0.765,0.233,734,1057
45324,0.765,0.267,5,1503
45325,0.763,0.317,689,1698
45326,0.764,0.311,322,1858
45327,0.763,0.283,905,1235
45328,0.763,0.328,67,682
45329,0.76,0.356,473,1483
45330,0.759,0.417,534,1406
45331,0.758,0.4,566,770
45332,0.757,0.35,183,231
45333,0.757,0.311,411,1501
45334,0.755,0.314,71,1191
45335,0.753,0.303,829,1113
45336,0.751,0.275,49,1070
45337,0.747,0.244,357,741
45338,0.745,0.186,917,1199
45339,0.744,0.022,515,1908
45340,0.745,0.939,138,1419
45341,0.746,0.875,24,1842
45342,0.747,0.825,278,310
45343,0.749,0.853,739,982
45344,0.749,0.856,437,1294
45345,0.751,0.831,367,687
45346,0.753,0.85,829,1535
45347,0.754,0.858,872,1500
45348,0.756,0.886,270,1476
45349,0.756,0.95,373,972
45350,0.757,0.05,177,1806
45351,0.756,0.231,532,790
45352,0.752,0.239,36,1184
45353,0.752,0.125,481,551
45354,0.752,0.125,854,1328
45355,0.752,0.192,14,1247
45356,0.752,0.194,274,489
45357,0.751,0.172,884,1750
45358,0.749,0.175,660,1630
45359,0.748,0.125,205,685
45360,0.747,0.919,294,1771
45361,0.749,0.875,170,261
45362,0.75,0.911,744,1729
45363,0.75,0.931,929,1215
45364,0.751,0.956,353,1814
45365,0.751,0.978,414,1327
45366,0.751,0.986,3,548
45367,0.751,0.022,679,1471
45368,0.751,0.058,227,1946
45369,0.75,0.075,829,1747
45370,0.749,0.069,598,752
45371,0.748,0.083,169,1523
45372,0.746,0.103,319,873
45373,0.744,0.108,804,1510
45374,0.742,0.125,744,908
45375,0.74,0.156,894,1219
45376,0.737,0.181,695,723
45377,0.735,0.197,880,1039
45378,0.732,0.214,515,1761
45379,0.729,0.239,651,903
45380,0.726,0.256,556,743
45381,0.723,0.267,944,1652
45382,0.72,0.25,771,1858
45383,0.719,0.064,738,850
45384,0.72,0.967,848,1664
45385,0.72,0.025,965,1221
45386,0.719,0.989,366,1636
45387,0.72,0.917,916,1249
45388,0.721,0.9,764,1313
45389,0.722,0.908,297,1760
45390,0.723,0.967,657,1443
45391,0.723,0.125,481,771
45392,0.722,0.2,178,559
45393,0.721,0.211,800,1857
45394,0.719,0.225,250,1010
45395,0.718,0.244,131,1843
45396,0.716,0.258,896,1466
45397,0.714,0.264,855,1752
45398,0.713,0.264,842,1089
45399,0.711,0.272,791,1300
45400,0.71,0.236,57,1226
45401,0.71,0.172,380,797
45402,0.709,0.106,858,1621
45403,0.709,0.028,427,1964
45404,0.709,0.031,754,1480
45405,0.708,0.078,742,891
45406,0.707,0.092,222,1164
45407,0.707,0.05,18,1987
45408,0.707,0.917,820,1011
45409,0.708,0.233,492,1871
45410,0.706,0.339,893,1560
45411,0.707,0.728,723,1586
45412,0.706,0.186,451,726
45413,0.705,0.275,890,1033
45414,0.704,0.331,346,1794
45415,0.703,0.356,370,1591
45416,0.702,0.242,826,1973
45417,0.702,0.139,788,1057
45418,0.701,0.15,8,711
45419,0.7,0.111,264,1949
45420,0.7,0.022,384,1159
45421,0.7,0.969,312,1255
45422,0.7,0.033,403,1414
45423,0.699,0.064,919,1051
45424,0.699,0.075,426,1228
45425,0.698,0.094,81,267
45426,0.697,0.125,591,1513
45427,0.696,0.267,25,1535
45428,0.697,0.786,799,1400
45429,0.698,0.942,913,1980
45430,0.697,0.069,767,1420
45431,0.696,0.083,384,1476
45432,0.696,0.186,151,1312
45433,0.695,0.319,482,735
45434,0.695,0.464,400,792
45435,0.695,0.514,763,1931
45436,0.695,0.506,757,1877
45437,0.695,0.561,490,711
